"campaignid","sample","family","genus","species","length","number","range"
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Pomacanthidae","Pomacanthus","semicirculatus",230.54912,1,2711.15945
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Lethrinidae","Lethrinus","olivaceus",653.46542,1,1675.83579
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Carangidae","Carangoides","fulvoguttatus",394.74379,1,1276.28274
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Carangidae","Carangoides","fulvoguttatus",426.92133,1,2594.2795
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Carangidae","Gnathanodon","speciosus",593.33314,1,1151.09672
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Carangidae","Gnathanodon","speciosus",501.50952,1,1445.66122
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Carangidae","Gnathanodon","speciosus",325.46886,1,1538.6352
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Carangidae","Gnathanodon","speciosus",376.35274,1,1345.581
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Carangidae","Gnathanodon","speciosus",338.73944,1,1501.25966
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Carangidae","Gnathanodon","speciosus",366.78179,1,1139.69142
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Carangidae","Gnathanodon","speciosus",531.89706,1,1256.93274
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Lutjanidae","Symphorus","nematophorus",477.66978,1,3221.25481
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Nemipteridae","Pentapodus","emeryii",227.67608,1,1205.63979
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Nemipteridae","Pentapodus","emeryii",236.76095,1,1761.64598
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Bodianus","bilunulatus",339.33937,1,1629.92878
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Lethrinidae","Lethrinus","atkinsoni",264.45018,1,2546.56197
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Lethrinidae","Lethrinus","atkinsoni",251.22667,1,1166.60567
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Lethrinidae","Lethrinus","atkinsoni",262.2123,1,1607.50034
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Lethrinidae","Lethrinus","atkinsoni",261.99327,1,1257.18074
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Lethrinidae","Lethrinus","atkinsoni",274.18305,1,1269.81306
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Lethrinidae","Lethrinus","atkinsoni",282.51496,1,1482.21745
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Kyphosidae","Kyphosus","vaigiensis",465.37123,1,4351.37299
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Serranidae","Epinephelus","rivulatus",272.05244,1,4452.04871
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Echeneidae","Echeneis","naucrates",182.75627,1,1139.75657
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Chaetodontidae","Chaetodon","auriga",164.10551,1,2623.53441
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Chaetodontidae","Chaetodon","auriga",168.37342,1,2834.44862
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Chaetodontidae","Heniochus","singularius",224.5723,1,1335.33488
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Lethrinidae","Lethrinus","nebulosus",572.92029,1,1574.36903
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Lethrinidae","Lethrinus","nebulosus",451.34986,1,2163.9227
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Lethrinidae","Lethrinus","nebulosus",487.41503,1,1465.44889
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Lethrinidae","Lethrinus","nebulosus",469.91744,1,1583.27334
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Lethrinidae","Lethrinus","nebulosus",492.88483,1,1149.11486
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Ginglymostomatidae","Nebrius","ferrugineus",1303.48176,1,1575.00835
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Labroides","dimidiatus",65.53583,1,1677.42815
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Labroides","dimidiatus",63.34371,1,1646.31174
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Labroides","dimidiatus",62.55826,1,1608.88101
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Labroides","dimidiatus",67.59143,1,1520.96779
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Siganidae","Siganus","trispilos",197.55124,1,3012.92132
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Siganidae","Siganus","doliatus",200.72712,1,1697.96723
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Siganidae","Siganus","doliatus",201.10517,1,2547.00082
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Scaridae","Scarus","rubroviolaceus",290.44848,1,2897.85847
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Lutjanidae","Lutjanus","bohar",509.39441,1,2613.69834
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Serranidae","Plectropomus","spp",407.76387,1,4028.299
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Serranidae","Plectropomus","spp",399.70666,1,3336.86499
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Choerodon","cyanodus",338.15866,1,3658.81787
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Coris","aygula",445.17944,1,1323.83311
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Thalassoma","lutescens",153.44159,1,1746.82776
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Thalassoma","lutescens",106.82333,1,2079.32283
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Thalassoma","lutescens",71.12356,1,1893.88838
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Thalassoma","lutescens",63.67902,1,1889.78111
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Thalassoma","lutescens",73.79521,1,1747.53224
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Thalassoma","lunare",126.35909,1,1035.82268
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Thalassoma","lunare",105.68147,1,1896.34675
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Thalassoma","lunare",103.8435,1,1408.38974
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Thalassoma","lunare",92.33225,1,1718.64977
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Thalassoma","lunare",118.91016,1,1558.64352
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Thalassoma","lunare",109.47994,1,1902.09851
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Thalassoma","lunare",98.46002,1,1201.33196
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Thalassoma","lunare",87.65035,1,1747.6848
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Thalassoma","lunare",69.65785,1,1753.35703
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Thalassoma","lunare",69.10949,1,1786.53087
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Thalassoma","lunare",90.55317,1,1457.77868
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Thalassoma","lunare",128.32675,1,1502.26265
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Thalassoma","lunare",125.83428,1,1731.79868
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Thalassoma","lunare",131.85321,1,1234.35476
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Pomacentridae","Abudefduf","bengalensis",141.03516,1,1702.89956
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Serranidae","Epinephelus","bilobatus",264.12462,1,2630.61408
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Acanthuridae","Naso","unicornis",449.68934,1,4040.09083
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Acanthuridae","Naso","unicornis",436.43678,1,4489.47302
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Pomacentridae","Stegastes","obreptus",135.18046,1,3224.02162
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Pomacentridae","Stegastes","obreptus",84.22165,1,2043.25706
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Pomacentridae","Pomacentrus","nagasakiensis",77.37084,1,1103.92308
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Pomacentridae","Pomacentrus","nagasakiensis",66.20464,1,1673.20386
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Macropharyngodon","ornatus",64.81534,1,1293.69543
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Pomacentridae","Pomacentrus","nagasakiensis",65.37794,1,1437.86292
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Pomacentridae","Chromis","weberi",55.25174,1,1788.98801
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Pomacentridae","Chromis","weberi",45.01498,1,1702.48972
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Pomacentridae","Chromis","weberi",43.16407,1,1692.60992
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Scaridae","Scarus","sp3",317.91765,1,4052.31817
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Pseudocheilinus","evanidus",43.06168,1,1986.24105
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Scaridae","Scarus","schlegeli",249.37274,1,2792.05216
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Mullidae","Parupeneus","cyclostomus",202.24279,1,1724.90424
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Thalassoma","amblycephalum",63.64973,1,1730.60401
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Thalassoma","amblycephalum",64.90088,1,1679.1251
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Thalassoma","amblycephalum",52.55175,1,1839.37419
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Thalassoma","amblycephalum",60.62783,1,1774.14266
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Thalassoma","amblycephalum",47.90455,1,1828.50906
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Labridae","Thalassoma","amblycephalum",59.11949,1,1710.19178
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB566","Mullidae","Parupeneus","multifasciatus",124.73535,1,1290.44551
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB582","Tetraodontidae","Torquigener","pallimaculatus",54.38593,1,2051.70466
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB582","Tetraodontidae","Torquigener","pallimaculatus",55.95887,2,1804.76316
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB582","Tetraodontidae","Torquigener","pallimaculatus",66.93306,2,2191.99963
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB582","Tetraodontidae","Torquigener","pallimaculatus",50.26579,1,1493.66578
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB582","Carangidae","Gnathanodon","speciosus",526.4537,1,3964.64075
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB582","Dasyatidae","Pateobatis","jenkinsii",803.59492,1,3525.00377
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB582","Lutjanidae","Symphorus","nematophorus",575.50164,1,1680.34225
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB582","Rhinidae","Rhynchobatus","australiae",974.9427,1,1960.83749
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB582","Monacanthidae","Paramonacanthus","choirocephalus",27.5345,1,1436.49598
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB582","Nemipteridae","Nemipterus","spp",93.93515,1,919.88692
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB582","Nemipteridae","Nemipterus","spp",76.8521,1,921.30084
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB582","Nemipteridae","Nemipterus","spp",32.55026,1,763.26504
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB582","Scombridae","Scomberomorus","spp",750.85148,1,2473.42859
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB582","Scombridae","Scomberomorus","spp",800.2304,1,2567.38727
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB582","Scombridae","Scomberomorus","spp",881.62831,1,2748.60488
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB582","Scombridae","Scomberomorus","spp",801.22948,1,2924.78842
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB582","Scombridae","Scomberomorus","spp",779.25079,1,2783.44639
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB582","Lethrinidae","Lethrinus","nebulosus",503.86039,1,3569.57724
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB584","Lutjanidae","Symphorus","nematophorus",767.49989,1,2714.54798
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB584","Labridae","Choerodon","schoenleinii",639.47369,1,2959.2963
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB584","Lethrinidae","Lethrinus","nebulosus",499.6087,1,2764.88784
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB584","Lethrinidae","Lethrinus","nebulosus",419.45312,1,1848.1151
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB584","Lethrinidae","Lethrinus","nebulosus",447.80604,1,2739.34054
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB584","Carangidae","Gnathanodon","speciosus",411.62051,1,1632.9504
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB584","Carangidae","Gnathanodon","speciosus",427.86318,1,1981.91762
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB584","Carangidae","Gnathanodon","speciosus",384.79744,1,2147.04915
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB584","Carangidae","Gnathanodon","speciosus",397.52846,1,1942.91361
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB584","Labridae","Labroides","dimidiatus",62.80278,1,2411.90027
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB584","Balistidae","Abalistes","stellatus",396.96392,1,3110.35938
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB584","Carangidae","Carangoides","fulvoguttatus",218.5872,1,2334.58097
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB584","Carangidae","Carangoides","fulvoguttatus",233.69656,1,2241.77253
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB584","Carangidae","Carangoides","fulvoguttatus",251.54295,1,2140.0399
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB584","Carangidae","Carangoides","fulvoguttatus",264.16871,1,2143.65558
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB584","Haemulidae","Diagramma","pictum labiosum",629.61538,1,2083.52429
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Scombridae","Scomberomorus","spp",346.64844,1,2813.47882
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Serranidae","Plectropomus","spp",531.47854,1,3808.77419
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Labridae","Choerodon","cauteroma",295.02242,1,2664.23517
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Lethrinidae","Lethrinus","atkinsoni",223.33091,1,1480.38117
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Mullidae","Parupeneus","indicus",225.71981,1,3169.64996
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Serranidae","Epinephelus","malabaricus",820.82703,1,3829.79483
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Carcharhinidae","Carcharhinus","amblyrhynchos",744.98005,1,3327.40416
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Labridae","Cheilio","inermis",166.34064,1,2802.15511
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Labridae","Cheilio","inermis",245.50551,1,2627.49745
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Pomacentridae","Pomacentrus","coelestis",47.21105,1,3005.50478
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Nemipteridae","Pentapodus","emeryii",256.02833,1,2025.13861
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Nemipteridae","Pentapodus","emeryii",256.60232,1,1937.65351
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Nemipteridae","Pentapodus","emeryii",193.38236,1,2544.0067
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Balistidae","Pseudobalistes","fuscus",313.83469,1,5171.34533
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Labridae","Leptojulis","cyanopleura",79.08803,1,1394.81004
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Labridae","Leptojulis","cyanopleura",99.25566,1,1610.39445
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Labridae","Leptojulis","cyanopleura",86.46718,1,1347.38493
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Labridae","Leptojulis","cyanopleura",75.37528,1,1246.26586
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Lethrinidae","Lethrinus","nebulosus",542.61734,1,4331.67683
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Labridae","Choerodon","cyanodus",268.06888,1,1957.342
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Labridae","Labroides","dimidiatus",61.25398,1,2524.66648
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB546","Labridae","Labroides","dimidiatus",32.41909,1,2013.30577
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Carangidae","Carangoides","caeruleopinnatus",319.06183,1,2286.98239
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Nemipteridae","Pentapodus","emeryii",252.34381,1,1408.5338
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Lutjanidae","Lutjanus","carponotatus",295.8223,1,1586.07889
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Lutjanidae","Lutjanus","carponotatus",283.78196,1,1612.68403
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Echeneidae","Echeneis","naucrates",194.43965,1,1796.97431
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Carcharhinidae","Carcharhinus","amblyrhynchos",1109.68968,1,1618.53186
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Serranidae","Epinephelus","malabaricus",1131.82901,1,2089.56565
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Lutjanidae","Lutjanus","lemniscatus",328.78806,1,1461.86333
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Carangidae","Gnathanodon","speciosus",303.9124,1,1867.14291
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Carangidae","Gnathanodon","speciosus",322.11195,1,2058.48138
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Lutjanidae","Lutjanus","russellii",299.08303,1,2230.37738
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Lutjanidae","Lutjanus","russellii",315.73712,1,1374.5841
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Lethrinidae","Lethrinus","atkinsoni",285.0215,1,1182.33058
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Lethrinidae","Lethrinus","atkinsoni",259.00989,1,1411.3895
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Lethrinidae","Lethrinus","atkinsoni",267.13198,1,1156.72162
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Lethrinidae","Lethrinus","atkinsoni",237.09716,1,1380.61341
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Lethrinidae","Lethrinus","atkinsoni",281.26681,1,1200.702
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Lethrinidae","Lethrinus","atkinsoni",270.44285,1,1192.63692
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Lethrinidae","Lethrinus","atkinsoni",251.43429,1,1262.73162
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Lethrinidae","Lethrinus","atkinsoni",253.09167,1,1185.28294
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Lethrinidae","Lethrinus","atkinsoni",274.55597,1,1162.76384
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Lethrinidae","Lethrinus","atkinsoni",254.19442,1,1230.76449
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Lethrinidae","Lethrinus","atkinsoni",248.94197,1,1271.10559
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Carangidae","Carangoides","fulvoguttatus",323.28056,1,2054.72679
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Carangidae","Carangoides","fulvoguttatus",311.4099,1,1511.4056
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Carangidae","Carangoides","fulvoguttatus",334.2132,1,1952.35245
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Carangidae","Carangoides","fulvoguttatus",336.31595,1,1873.41805
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Lethrinidae","Lethrinus","nebulosus",342.62037,1,1340.52239
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Lethrinidae","Lethrinus","nebulosus",406.55409,1,1533.99125
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Lethrinidae","Lethrinus","nebulosus",386.63858,1,1707.55977
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Lethrinidae","Lethrinus","nebulosus",336.65713,1,1446.01037
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Lethrinidae","Lethrinus","nebulosus",293.30339,1,1241.65118
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Lethrinidae","Lethrinus","nebulosus",316.90181,1,1223.13093
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Pomacanthidae","Pomacanthus","semicirculatus",318.33107,1,2821.35745
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB531","Lutjanidae","Lutjanus","sebae",438.84091,1,1174.09679
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Pomacentridae","Stegastes","obreptus",105.73332,1,3441.23731
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Pomacentridae","Stegastes","obreptus",98.28177,1,2631.40616
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Acanthuridae","Acanthurus","grammoptilus",159.5719,1,2476.14255
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Acanthuridae","Acanthurus","grammoptilus",194.6768,1,3360.10269
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Acanthuridae","Acanthurus","grammoptilus",218.29095,1,2984.2716
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Acanthuridae","Acanthurus","grammoptilus",175.02941,1,2674.6671
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Acanthuridae","Acanthurus","grammoptilus",285.90842,1,3381.89688
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Acanthuridae","Acanthurus","grammoptilus",135.16535,1,3207.97225
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Acanthuridae","Acanthurus","grammoptilus",239.64823,1,3344.59831
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Acanthuridae","Acanthurus","dussumieri",269.12766,1,3001.86718
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Acanthuridae","Acanthurus","dussumieri",231.64476,1,2630.37926
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Serranidae","Plectropomus","spp",216.53833,1,2860.25758
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Scaridae","Scarus","schlegeli",177.11278,1,2431.40103
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Scaridae","Scarus","schlegeli",166.023,1,2464.03243
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Scaridae","Scarus","schlegeli",150.78378,1,2207.23638
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Scaridae","Scarus","schlegeli",130.80591,1,2852.2075
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Labridae","Cheilinus","chlorourus",153.41635,1,3646.01296
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Scaridae","Scarus","globiceps",130.28109,1,2215.11972
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Acanthuridae","Ctenochaetus","striatus",174.7672,1,2203.26547
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Acanthuridae","Ctenochaetus","striatus",142.37077,1,2611.89622
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Labridae","Anampses","lennardi",169.61778,1,3221.97466
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Monacanthidae","Cantherhines","pardalis",167.44226,1,2316.20471
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Labridae","Halichoeres","marginatus",130.37219,1,2374.03197
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Acanthuridae","Naso","annulatus",207.87694,1,3047.06899
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Acanthuridae","Naso","annulatus",182.31444,1,2934.49934
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Mullidae","Parupeneus","barberinoides",134.66105,1,2881.56322
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Mullidae","Parupeneus","barberinoides",177.75236,1,2834.9871
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Pomacanthidae","Pomacanthus","sexstriatus",324.33976,1,6697.20301
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Mullidae","Parupeneus","heptacanthus",216.29807,1,3899.392
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Chaetodontidae","Chaetodon","plebeius",82.52687,1,1719.02891
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Scaridae","Scarus","ghobban",149.30524,1,2338.16628
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Serranidae","Epinephelus","fasciatus",200.74151,1,1399.90628
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Serranidae","Epinephelus","fasciatus",140.84518,1,1401.85967
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Scaridae","Scarus","forsteni",164.64124,1,2400.01842
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Labridae","Thalassoma","lutescens",98.07314,1,2050.90779
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Labridae","Thalassoma","lutescens",170.0128,1,1445.48715
"2014-10_Montebello.sanctuaries_stereoBRUVs","NCB557","Labridae","Thalassoma","lutescens",143.4702,1,1133.35384
