"campaignid","sample","family","genus","species","length","number","range"
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Acanthuridae","Acanthurus","grammoptilus",264.0163,1,2585.05681
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Acanthuridae","Acanthurus","grammoptilus",244.86976,1,2189.05261
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Acanthuridae","Acanthurus","grammoptilus",261.08077,1,2150.80818
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Acanthuridae","Acanthurus","grammoptilus",237.42013,1,2290.49228
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Acanthuridae","Acanthurus","grammoptilus",267.86245,1,2556.10471
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Acanthuridae","Acanthurus","grammoptilus",228.02138,1,2137.36584
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Acanthuridae","Acanthurus","grammoptilus",247.71306,1,2178.29715
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Acanthuridae","Acanthurus","olivaceus",258.24938,1,2319.94816
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Acanthuridae","Acanthurus","olivaceus",267.80267,1,1726.20336
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Acanthuridae","Acanthurus","olivaceus",268.62536,1,1625.20431
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Acanthuridae","Acanthurus","olivaceus",257.7721,1,1711.80682
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Acanthuridae","Acanthurus","olivaceus",256.70263,1,1861.71695
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Acanthuridae","Acanthurus","olivaceus",253.57195,1,2024.87368
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Acanthuridae","Acanthurus","olivaceus",243.43323,1,1698.82124
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Acanthuridae","Acanthurus","olivaceus",253.86955,1,2131.98018
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Acanthuridae","Acanthurus","olivaceus",268.21442,1,2099.23606
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Acanthuridae","Acanthurus","olivaceus",270.17266,1,2790.11515
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Scaridae","Scarus","ghobban",476.22137,1,1977.10837
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Siganidae","Siganus","argenteus",337.45357,1,4944.03122
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Siganidae","Siganus","argenteus",222.72867,1,7153.98802
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Siganidae","Siganus","argenteus",288.00304,1,5162.09155
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Siganidae","Siganus","argenteus",261.98198,1,4636.85796
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Siganidae","Siganus","argenteus",301.54785,1,5170.45557
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Siganidae","Siganus","argenteus",236.12835,1,4770.31978
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Lutjanidae","Aprion","virescens",304.60142,1,2828.51146
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Lethrinidae","Gymnocranius","grandoculis",525.84704,1,5149.58093
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",278.24289,1,2074.59917
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",286.1651,1,1985.97863
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",278.6361,1,1977.06668
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",285.15365,1,1810.88334
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",284.92191,1,1986.43735
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",274.72895,1,2015.81358
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",305.65575,1,2046.59227
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",283.84327,1,1885.53627
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",284.56448,1,2001.89593
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",277.50219,1,2289.3618
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",259.35085,1,2121.44022
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",277.60335,1,1998.9994
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",286.46776,1,2091.01002
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",267.52483,1,2052.06689
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",270.56223,1,2235.42509
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",265.45114,1,2178.09966
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",295.10427,1,2444.7311
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",302.20571,1,2228.43876
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",267.75142,1,2120.19058
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",272.59357,1,2336.5102
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",270.2208,1,2156.19542
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",228.09421,1,2325.33296
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",287.14518,1,2578.62673
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",277.51506,1,3469.04254
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",255.52239,1,2898.32119
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",264.4884,1,2805.69037
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",283.32923,1,3073.20363
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",243.37744,1,3018.62566
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",265.29319,1,2808.35669
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",281.20353,1,2771.16793
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",257.93146,1,3058.91659
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",299.51665,1,2950.7887
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",283.62749,1,2723.69677
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",342.31322,1,3243.63356
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",275.05632,1,2861.46568
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",277.28199,1,2900.74188
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",287.96143,1,2934.36267
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",307.6428,1,3200.09712
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",264.10967,1,3092.79643
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",297.15691,1,3463.43582
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",274.59483,1,3217.57109
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",298.10424,1,2872.27794
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Alepes","vari",249.76451,1,2937.91615
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Microdesmidae","Ptereleotris","monoptera",86.64305,1,2712.83955
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Pomacentridae","Pomacentrus","coelestis",24.42837,1,1706.27778
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Pomacentridae","Pomacentrus","coelestis",25.49537,1,1695.65601
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Acanthuridae","Acanthurus","leucocheilus",275.83891,1,6037.80494
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Acanthuridae","Acanthurus","leucocheilus",245.45803,1,7677.73116
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Mullidae","Parupeneus","indicus",294.17055,1,3007.9877
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Mullidae","Parupeneus","indicus",294.29816,1,3579.15772
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Monacanthidae","Aluterus","scriptus",567.11187,1,3205.30029
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Scaridae","Scarus","ghobban",480.95036,1,2498.94051
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Chaetodontidae","Chaetodon","auriga",170.00677,1,3332.12088
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Chaetodontidae","Chaetodon","auriga",185.15907,1,3072.11309
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Scaridae","Scarus","ghobban",413.55077,1,4813.74902
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Mullidae","Parupeneus","spilurus",282.76491,1,4557.28891
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Carangidae","Carangoides","gymnostethus",363.59963,1,1852.15878
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Monacanthidae","Cantherhines","pardalis",198.62026,1,3343.0789
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Lethrinidae","Lethrinus","atkinsoni",251.37359,1,2390.49862
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Lethrinidae","Lethrinus","atkinsoni",241.03383,1,2360.63732
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Acanthuridae","Naso","unicornis",299.9338,1,2684.72548
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Mullidae","Parupeneus","cyclostomus",323.10077,1,2181.53819
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Mullidae","Parupeneus","cyclostomus",276.18095,1,1574.3297
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Mullidae","Parupeneus","cyclostomus",411.84786,1,1527.16088
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Mullidae","Parupeneus","cyclostomus",339.81561,1,3379.79013
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Mullidae","Parupeneus","cyclostomus",302.57029,1,2416.94734
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Mullidae","Parupeneus","cyclostomus",289.67364,1,2588.16969
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Scaridae","Scarus","rubroviolaceus",460.26437,1,6577.28358
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Scaridae","Scarus","rubroviolaceus",467.89525,1,5633.35513
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Scaridae","Chlorurus","microrhinos",431.01441,1,4299.25504
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Scaridae","Chlorurus","microrhinos",343.98285,1,4066.00861
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Scaridae","Scarus","schlegeli",298.83531,1,3498.89315
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Scaridae","Scarus","schlegeli",266.52196,1,3529.35251
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Scaridae","Scarus","schlegeli",256.95417,1,4386.38736
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Lethrinidae","Lethrinus","ravus",210.15049,1,1373.40104
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Lethrinidae","Lethrinus","ravus",242.30506,1,1366.58073
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Lethrinidae","Lethrinus","ravus",243.19066,1,1362.80466
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Lethrinidae","Lethrinus","ravus",236.56841,1,1340.82475
"2015-01_Montebello.transect_stereoBRUVs","NCB625","Scaridae","Scarus","frenatus",362.40727,1,5175.80783
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Balistidae","Sufflamen","fraenatum",168.92299,1,4038.42743
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Labridae","Coris","caudimacula",118.09192,1,2088.32342
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Labridae","Leptojulis","cyanopleura",92.40509,1,2030.99896
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Labridae","Coris","dorsomacula",85.9612,1,2227.07103
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Labridae","Coris","dorsomacula",133.62255,1,2035.18885
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Labridae","Oxycheilinus","orientalis",122.17203,1,2031.72562
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Pinguipedidae","Parapercis","clathrata",48.08294,1,1922.82433
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Nemipteridae","Pentapodus","porosus",91.37938,1,1605.53184
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Nemipteridae","Pentapodus","porosus",92.04603,1,1419.72629
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Lethrinidae","Lethrinus","microdon",631.83892,1,4068.68997
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Lethrinidae","Gymnocranius","grandoculis",376.54561,1,2303.59231
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Carangoides","caeruleopinnatus",250.89947,1,2004.30686
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Lutjanidae","Symphorus","nematophorus",610.45299,1,4260.60581
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Seriolina","nigrofasciata",410.9067,1,881.14163
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Balistidae","Abalistes","stellatus",487.84431,1,2606.10504
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Carangoides","gymnostethus",391.50277,1,1695.98383
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Carangoides","gymnostethus",351.52764,1,1427.77724
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Carangoides","gymnostethus",396.11837,1,1594.48038
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Carangoides","gymnostethus",388.45403,1,2209.41477
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Carangoides","gymnostethus",318.02379,1,1712.32773
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Carangoides","gymnostethus",371.56793,1,1409.47058
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Carangoides","gymnostethus",312.14771,1,1874.11457
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Carangoides","gymnostethus",396.01899,1,1933.6274
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Carangoides","gymnostethus",429.20272,1,1895.55572
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Carangoides","gymnostethus",405.06721,1,1562.72288
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Carangoides","gymnostethus",350.54242,1,1902.39411
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Scombridae","Scomberomorus","spp",332.88822,1,5162.50956
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Scombridae","Scomberomorus","spp",658.59379,1,3142.07897
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Carangoides","fulvoguttatus",279.20256,1,2107.28735
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Carangoides","fulvoguttatus",304.43288,1,1523.56918
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Carangoides","fulvoguttatus",298.90186,1,1828.28921
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Carangoides","fulvoguttatus",315.96344,1,1938.43542
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Carangoides","fulvoguttatus",331.96487,1,2045.57016
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Carangoides","fulvoguttatus",293.92591,1,1695.4856
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Rachycentridae","Rachycentron","canadum",829.40056,1,4014.48631
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",243.1001,1,3999.62692
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",248.12599,1,4430.76844
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",230.11964,1,5186.26226
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",245.59028,1,5394.54628
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",233.62775,1,5601.7732
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",235.79874,1,5610.92438
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Echeneidae","Echeneis","naucrates",235.5117,1,4614.75453
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",126.16554,1,2951.01669
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carangidae","Atule","mate",221.62303,1,3152.71431
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Carcharhinidae","Carcharhinus","amboinensis",1635.88902,1,4720.53545
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Lethrinidae","Lethrinus","ravus",198.86765,1,1320.52113
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Lethrinidae","Lethrinus","ravus",190.34147,1,1368.04801
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Lethrinidae","Lethrinus","ravus",225.61102,1,1445.17243
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Lethrinidae","Lethrinus","ravus",228.20754,1,1375.83573
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Lethrinidae","Lethrinus","ravus",203.9795,1,1047.07735
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Lethrinidae","Lethrinus","ravus",178.64741,1,1548.59684
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Lethrinidae","Lethrinus","ravus",220.10529,1,1284.06017
"2015-01_Montebello.transect_stereoBRUVs","NCB649","Lutjanidae","Lutjanus","sebae",536.23303,1,1754.14411
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Labridae","Choerodon","cauteroma",350.94441,1,4052.25983
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Carangidae","Carangoides","fulvoguttatus",300.92995,1,3454.18646
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Carangidae","Carangoides","fulvoguttatus",279.60572,1,3127.16451
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Carangidae","Carangoides","fulvoguttatus",295.60523,1,3503.65466
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Carangidae","Carangoides","fulvoguttatus",297.55353,1,2779.79825
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Carangidae","Carangoides","fulvoguttatus",302.70178,1,3483.09534
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Carangidae","Carangoides","fulvoguttatus",338.28715,1,2247.15875
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Nemipteridae","Scolopsis","monogramma",282.76527,1,3984.48197
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Pomacentridae","Chromis","fumea",54.63786,1,1066.34894
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Pomacentridae","Chromis","fumea",50.93118,1,964.46345
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Pomacentridae","Chromis","fumea",52.57718,1,975.34008
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Pomacentridae","Chromis","fumea",44.62623,1,698.60485
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Pomacentridae","Chromis","fumea",56.28619,1,1036.87632
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Balistidae","Sufflamen","fraenatum",249.86637,1,1721.85522
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Nemipteridae","Pentapodus","porosus",137.2418,1,975.52983
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Nemipteridae","Pentapodus","porosus",172.29482,1,1311.14318
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Labridae","Choerodon","schoenleinii",425.58474,1,2647.80499
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Lethrinidae","Lethrinus","ravus",195.26877,1,1217.99166
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Lethrinidae","Lethrinus","ravus",185.20915,1,1371.47616
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Lethrinidae","Lethrinus","ravus",206.38183,1,1389.14385
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Lethrinidae","Lethrinus","ravus",186.67892,1,1170.71441
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Lethrinidae","Lethrinus","ravus",199.39471,1,1506.96914
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Lethrinidae","Lethrinus","ravus",203.79246,1,1351.0066
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Lethrinidae","Lethrinus","ravus",197.37523,1,1264.62063
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Scombridae","Scomberomorus","spp",628.04671,1,3122.48776
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Ephippidae","Platax","batavianus",491.93073,1,2055.32742
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Ephippidae","Platax","batavianus",509.98159,1,1795.64315
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Lutjanidae","Lutjanus","sebae",557.15402,1,3090.84249
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Lutjanidae","Lutjanus","sebae",680.803,1,1766.76519
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Elopidae","Elops","hawaiensis",925.58961,1,2902.1893
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Carcharhinidae","Loxodon","macrorhinus",698.66875,1,2671.92279
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Elopidae","Elops","hawaiensis",775.95484,1,3782.79077
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Serranidae","Plectropomus","spp",694.26466,1,1765.36147
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Serranidae","Epinephelus","coioides",652.39945,1,1912.95432
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Labridae","Labroides","dimidiatus",61.81182,1,1747.87049
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Labridae","Labroides","dimidiatus",66.05594,1,1235.4204
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Carangidae","Carangoides","caeruleopinnatus",265.08624,1,1092.9783
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Labridae","Leptojulis","cyanopleura",101.03633,1,2175.92399
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Labridae","Leptojulis","cyanopleura",79.52348,1,1497.56785
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Labridae","Leptojulis","cyanopleura",96.20779,1,1664.02075
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Labridae","Leptojulis","cyanopleura",67.9123,1,1858.80539
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Labridae","Leptojulis","cyanopleura",78.40607,1,1607.94879
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Labridae","Leptojulis","cyanopleura",86.95883,1,2650.38348
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Labridae","Leptojulis","cyanopleura",90.68665,1,2018.62693
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Labridae","Leptojulis","cyanopleura",59.95936,1,1940.95178
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Labridae","Leptojulis","cyanopleura",46.3729,1,1919.59393
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Labridae","Leptojulis","cyanopleura",61.22588,1,1377.51403
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Labridae","Leptojulis","cyanopleura",75.70607,1,2223.00001
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Labridae","Leptojulis","cyanopleura",60.48684,1,2539.82611
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Labridae","Leptojulis","cyanopleura",78.19057,1,2562.02749
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Labridae","Leptojulis","cyanopleura",86.71056,1,2707.09491
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Labridae","Leptojulis","cyanopleura",68.28477,1,2622.34335
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Labridae","Leptojulis","cyanopleura",77.42478,1,2578.6035
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Labridae","Leptojulis","cyanopleura",80.15065,1,2580.6375
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Labridae","Leptojulis","cyanopleura",62.55921,1,1584.12753
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Labridae","Leptojulis","cyanopleura",50.85818,1,1933.78828
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Labridae","Leptojulis","cyanopleura",59.08385,1,1839.08287
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Labridae","Cirrhilabrus","temminckii",54.06537,1,616.2563
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Labridae","Cirrhilabrus","temminckii",51.95703,1,1144.65344
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Carangidae","Carangoides","gymnostethus",336.436,1,2602.59971
"2015-01_Montebello.transect_stereoBRUVs","NCB646","Carangidae","Gnathanodon","speciosus",608.62313,1,1962.28895
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Scombridae","Scomberomorus","spp",829.49585,1,5611.53847
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Labridae","Choerodon","schoenleinii",586.11365,1,2072.60609
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Labridae","Leptojulis","cyanopleura",57.84178,1,1374.26712
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Labridae","Leptojulis","cyanopleura",54.20916,1,1347.45445
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Labridae","Leptojulis","cyanopleura",80.91927,1,1688.51734
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Labridae","Leptojulis","cyanopleura",58.12811,1,1776.95121
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Carangidae","Carangoides","gymnostethus",375.44787,1,1668.05398
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Carangidae","Carangoides","fulvoguttatus",288.55281,1,1967.59827
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Carangidae","Carangoides","fulvoguttatus",282.04595,1,2293.89793
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Nemipteridae","Scolopsis","monogramma",284.21869,1,1846.14891
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Lethrinidae","Lethrinus","olivaceus",707.77325,1,4093.69398
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Lethrinidae","Gymnocranius","grandoculis",224.33573,1,1632.64605
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Lethrinidae","Gymnocranius","grandoculis",159.77212,1,1858.26467
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Lethrinidae","Gymnocranius","grandoculis",179.93068,1,1322.21736
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Nemipteridae","Pentapodus","porosus",82.52601,1,1258.66406
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Nemipteridae","Pentapodus","porosus",52.1694,1,1906.18398
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Nemipteridae","Pentapodus","porosus",66.01994,1,1239.1319
