"sample","filename","period","periodtime","family","genus","species","comment","maxn","project","campaignid","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length"
"NCB575","NCB575_L.avi","Analysis","38.68424","Labridae","Choerodon","cyanodus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40385167","115.5895183","20141030","9:51:00","NE.Montebello","Fished","13","9.7","ET","Yes","Yes"
"NCB575","NCB575_L.avi","Analysis","1.53709","Labridae","Choerodon","schoenleinii",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40385167","115.5895183","20141030","9:51:00","NE.Montebello","Fished","13","9.7","ET","Yes","Yes"
"NCB575","NCB575_L.avi","Analysis","5.41208","Labridae","Cirrhilabrus","temminckii",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40385167","115.5895183","20141030","9:51:00","NE.Montebello","Fished","13","9.7","ET","Yes","Yes"
"NCB575","NCB575_L.avi","Analysis","0.6145","Labridae","Coris","caudimacula",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40385167","115.5895183","20141030","9:51:00","NE.Montebello","Fished","13","9.7","ET","Yes","Yes"
"NCB575","NCB575_L.avi","Analysis","0.01891","Labridae","Halichoeres","marginatus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40385167","115.5895183","20141030","9:51:00","NE.Montebello","Fished","13","9.7","ET","Yes","Yes"
"NCB575","NCB575_L.avi","Analysis","0.73351","Labridae","Halichoeres","melanochir",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40385167","115.5895183","20141030","9:51:00","NE.Montebello","Fished","13","9.7","ET","Yes","Yes"
"NCB575","NCB575_L.avi","Analysis","0.85697","Labridae","Halichoeres","nebulosus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40385167","115.5895183","20141030","9:51:00","NE.Montebello","Fished","13","9.7","ET","Yes","Yes"
"NCB575","NCB575_L.avi","Analysis","7.58425","Labridae","Hologymnosus","doliatus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40385167","115.5895183","20141030","9:51:00","NE.Montebello","Fished","13","9.7","ET","Yes","Yes"
"NCB575","NCB575_L.avi","Analysis","5.74408","Labridae","Labroides","dimidiatus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40385167","115.5895183","20141030","9:51:00","NE.Montebello","Fished","13","9.7","ET","Yes","Yes"
"NCB575","NCB575_L.avi","Analysis","37.18607","Labridae","Leptojulis","cyanopleura",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40385167","115.5895183","20141030","9:51:00","NE.Montebello","Fished","13","9.7","ET","Yes","Yes"
"NCB575","NCB575_L.avi","Analysis","2.44355","Labridae","Thalassoma","lunare",NA,11,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40385167","115.5895183","20141030","9:51:00","NE.Montebello","Fished","13","9.7","ET","Yes","Yes"
"NCB575","NCB575_L.avi","Analysis","18.19653","Lethrinidae","Lethrinus","atkinsoni",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40385167","115.5895183","20141030","9:51:00","NE.Montebello","Fished","13","9.7","ET","Yes","Yes"
"NCB575","NCB575_L.avi","Analysis","16.30853","Lethrinidae","Lethrinus","nebulosus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40385167","115.5895183","20141030","9:51:00","NE.Montebello","Fished","13","9.7","ET","Yes","Yes"
"NCB575","NCB575_L.avi","Analysis","7.59482","Mullidae","Parupeneus","cyclostomus",NA,3,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40385167","115.5895183","20141030","9:51:00","NE.Montebello","Fished","13","9.7","ET","Yes","Yes"
"NCB575","NCB575_L.avi","Analysis","0.75576","Mullidae","Parupeneus","multifasciatus",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40385167","115.5895183","20141030","9:51:00","NE.Montebello","Fished","13","9.7","ET","Yes","Yes"
"NCB575","NCB575_L.avi","Analysis","14.92771","Nemipteridae","Pentapodus","emeryii",NA,7,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40385167","115.5895183","20141030","9:51:00","NE.Montebello","Fished","13","9.7","ET","Yes","Yes"
"NCB575","NCB575_L.avi","Analysis","9.18808","Pomacanthidae","Pomacanthus","semicirculatus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40385167","115.5895183","20141030","9:51:00","NE.Montebello","Fished","13","9.7","ET","Yes","Yes"
"NCB575","NCB575_L.avi","Analysis","10.11011","Pomacanthidae","Pomacanthus","sexstriatus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40385167","115.5895183","20141030","9:51:00","NE.Montebello","Fished","13","9.7","ET","Yes","Yes"
"NCB575","NCB575_L.avi","Analysis","37.38906","Pomacentridae","Pomacentrus","coelestis",NA,6,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40385167","115.5895183","20141030","9:51:00","NE.Montebello","Fished","13","9.7","ET","Yes","Yes"
"NCB575","NCB575_L.avi","Analysis","0.02947","Pomacentridae","Pomacentrus","milleri",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40385167","115.5895183","20141030","9:51:00","NE.Montebello","Fished","13","9.7","ET","Yes","Yes"
"NCB575","NCB575_L.avi","Analysis","2.6482","Pomacentridae","Pomacentrus","nagasakiensis",NA,9,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40385167","115.5895183","20141030","9:51:00","NE.Montebello","Fished","13","9.7","ET","Yes","Yes"
"NCB575","NCB575_L.avi","Analysis","27.47247","Scaridae","Scarus","ghobban",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40385167","115.5895183","20141030","9:51:00","NE.Montebello","Fished","13","9.7","ET","Yes","Yes"
"NCB575","NCB575_L.avi","Analysis","9.11022","Scaridae","Scarus","sp3",NA,5,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40385167","115.5895183","20141030","9:51:00","NE.Montebello","Fished","13","9.7","ET","Yes","Yes"
"NCB575","NCB575_L.avi","Analysis","58.17873","Scombridae","Scomberomorus","spp",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40385167","115.5895183","20141030","9:51:00","NE.Montebello","Fished","13","9.7","ET","Yes","Yes"
"NCB575","NCB575_L.avi","Analysis","18.7037","Serranidae","Epinephelus","bilobatus",NA,3,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40385167","115.5895183","20141030","9:51:00","NE.Montebello","Fished","13","9.7","ET","Yes","Yes"
"NCB575","NCB575_L.avi","Analysis","1.85797","Serranidae","Epinephelus","fasciatus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40385167","115.5895183","20141030","9:51:00","NE.Montebello","Fished","13","9.7","ET","Yes","Yes"
"NCB575","NCB575_L.avi","Analysis","27.76499","Serranidae","Epinephelus","malabaricus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40385167","115.5895183","20141030","9:51:00","NE.Montebello","Fished","13","9.7","ET","Yes","Yes"
"NCB575","NCB575_L.avi","Analysis","13.54632","Serranidae","Plectropomus","spp",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40385167","115.5895183","20141030","9:51:00","NE.Montebello","Fished","13","9.7","ET","Yes","Yes"
"NCB575","NCB575_L.avi","Analysis","9.59015","Siganidae","Siganus","doliatus",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40385167","115.5895183","20141030","9:51:00","NE.Montebello","Fished","13","9.7","ET","Yes","Yes"
"NCB576","NCB576_L.avi","Analysis","1.36133","Acanthuridae","Acanthurus","dussumieri",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","1.484","Acanthuridae","Naso","brevirostris",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","1.12067","Acanthuridae","Naso","unicornis",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","1.55267","Balistidae","Sufflamen","chrysopterum",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","2.768","Blenniidae","Plagiotremus","rhinorhynchos",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","15.24667","Caesionidae","Caesio","cuning",NA,6,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","26.00867","Carangidae","Carangoides","fulvoguttatus",NA,6,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","1.534","Chaetodontidae","Chaetodon","lineolatus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","31.216","Ephippidae","Platax","teira",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","39.61067","Labridae","Bodianus","bilunulatus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","31.41467","Labridae","Cheilinus","chlorourus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","48.20067","Labridae","Choerodon","cyanodus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","0.35067","Labridae","Cirrhilabrus","temminckii",NA,4,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","2.35867","Labridae","Halichoeres","melanochir",NA,3,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","24.642","Labridae","Hologymnosus","annulatus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","0.946","Labridae","Labroides","dimidiatus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","34.33267","Labridae","Macropharyngodon","negrosensis",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","32.52133","Labridae","Thalassoma","lunare",NA,6,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","8.05333","Lethrinidae","Lethrinus","atkinsoni",NA,3,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","21.928","Lethrinidae","Lethrinus","microdon",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","46.52","Monacanthidae","Aluterus","scriptus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","31.93667","Mullidae","Parupeneus","cyclostomus",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","17.04533","Nemipteridae","Pentapodus","emeryii",NA,3,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","8.532","Nemipteridae","Scolopsis","monogramma",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","12.28533","Pomacanthidae","Chaetodontoplus","duboulayi",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","36.12333","Pomacanthidae","Pomacanthus","sexstriatus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","0.00267","Pomacentridae","Pomacentrus","coelestis",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","8.028","Pomacentridae","Pomacentrus","milleri",NA,3,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","42.61467","Pomacentridae","Pomacentrus","nagasakiensis",NA,14,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","2.51333","Scaridae","Chlorurus","capistratoides",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","25.97267","Scaridae","Scarus","ghobban",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","0.934","Scaridae","Scarus","rivulatus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","30.954","Scaridae","Scarus","schlegeli",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","1.15","Scaridae","Scarus","sp3",NA,4,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","52.87533","Serranidae","Plectropomus","spp",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","4.56267","Siganidae","Siganus","doliatus",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","18.31933","Siganidae","Siganus","trispilos",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB576","NCB576_L.avi","Analysis","51.84333","Zanclidae","Zanclus","cornutus",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.40757833","115.5935383","20141030","9:54:00","NE.Montebello","Fished","13","11.8","ET","Yes","No"
"NCB577","NCB577_L.avi","Analysis","9.85","Acanthuridae","Acanthurus","grammoptilus",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.41234333","115.5955617","20141030","9:56:00","NE.Montebello","Fished","14","11.1","ET","Yes","Yes"
"NCB577","NCB577_L.avi","Analysis","17.678","Acanthuridae","Acanthurus","pyroferus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.41234333","115.5955617","20141030","9:56:00","NE.Montebello","Fished","14","11.1","ET","Yes","Yes"
"NCB577","NCB577_L.avi","Analysis","6.76867","Acanthuridae","Ctenochaetus","striatus",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.41234333","115.5955617","20141030","9:56:00","NE.Montebello","Fished","14","11.1","ET","Yes","Yes"
"NCB577","NCB577_L.avi","Analysis","20.99867","Acanthuridae","Naso","lituratus",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.41234333","115.5955617","20141030","9:56:00","NE.Montebello","Fished","14","11.1","ET","Yes","Yes"
"NCB577","NCB577_L.avi","Analysis","17.688","Acanthuridae","Naso","unicornis",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.41234333","115.5955617","20141030","9:56:00","NE.Montebello","Fished","14","11.1","ET","Yes","Yes"
"NCB577","NCB577_L.avi","Analysis","21.40867","Balistidae","Sufflamen","chrysopterum",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.41234333","115.5955617","20141030","9:56:00","NE.Montebello","Fished","14","11.1","ET","Yes","Yes"
"NCB577","NCB577_L.avi","Analysis","37.182","Blenniidae","Unknown","sp1",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.41234333","115.5955617","20141030","9:56:00","NE.Montebello","Fished","14","11.1","ET","Yes","Yes"
"NCB577","NCB577_L.avi","Analysis","17.83933","Carangidae","Alectis","ciliaris",NA,4,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.41234333","115.5955617","20141030","9:56:00","NE.Montebello","Fished","14","11.1","ET","Yes","Yes"
"NCB577","NCB577_L.avi","Analysis","23.366","Carangidae","Carangoides","fulvoguttatus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.41234333","115.5955617","20141030","9:56:00","NE.Montebello","Fished","14","11.1","ET","Yes","Yes"
"NCB577","NCB577_L.avi","Analysis","49.472","Carangidae","Carangoides","gymnostethus",NA,17,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.41234333","115.5955617","20141030","9:56:00","NE.Montebello","Fished","14","11.1","ET","Yes","Yes"
"NCB577","NCB577_L.avi","Analysis","49.69667","Carangidae","Gnathanodon","speciosus",NA,11,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.41234333","115.5955617","20141030","9:56:00","NE.Montebello","Fished","14","11.1","ET","Yes","Yes"
"NCB577","NCB577_L.avi","Analysis","29.54133","Chaetodontidae","Chaetodon","aureofasciatus",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.41234333","115.5955617","20141030","9:56:00","NE.Montebello","Fished","14","11.1","ET","Yes","Yes"
"NCB577","NCB577_L.avi","Analysis","31.04","Chaetodontidae","Chaetodon","auriga",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.41234333","115.5955617","20141030","9:56:00","NE.Montebello","Fished","14","11.1","ET","Yes","Yes"
"NCB577","NCB577_L.avi","Analysis","34.554","Chaetodontidae","Chaetodon","kleinii",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.41234333","115.5955617","20141030","9:56:00","NE.Montebello","Fished","14","11.1","ET","Yes","Yes"
"NCB577","NCB577_L.avi","Analysis","10.99067","Chaetodontidae","Chaetodon","lineolatus",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.41234333","115.5955617","20141030","9:56:00","NE.Montebello","Fished","14","11.1","ET","Yes","Yes"
"NCB577","NCB577_L.avi","Analysis","8.684","Chaetodontidae","Chaetodon","plebeius",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.41234333","115.5955617","20141030","9:56:00","NE.Montebello","Fished","14","11.1","ET","Yes","Yes"
"NCB577","NCB577_L.avi","Analysis","36.56333","Chaetodontidae","Chelmon","marginalis",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.41234333","115.5955617","20141030","9:56:00","NE.Montebello","Fished","14","11.1","ET","Yes","Yes"
"NCB577","NCB577_L.avi","Analysis","33.982","Chaetodontidae","Heniochus","singularius",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.41234333","115.5955617","20141030","9:56:00","NE.Montebello","Fished","14","11.1","ET","Yes","Yes"
"NCB577","NCB577_L.avi","Analysis","11.56933","Labridae","Cheilinus","chlorourus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.41234333","115.5955617","20141030","9:56:00","NE.Montebello","Fished","14","11.1","ET","Yes","Yes"
"NCB577","NCB577_L.avi","Analysis","15.642","Labridae","Choerodon","cyanodus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.41234333","115.5955617","20141030","9:56:00","NE.Montebello","Fished","14","11.1","ET","Yes","Yes"
"NCB577","NCB577_L.avi","Analysis","2.124","Labridae","Choerodon","schoenleinii",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.41234333","115.5955617","20141030","9:56:00","NE.Montebello","Fished","14","11.1","ET","Yes","Yes"
"NCB577","NCB577_L.avi","Analysis","1.5","Labridae","Halichoeres","hortulanus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.41234333","115.5955617","20141030","9:56:00","NE.Montebello","Fished","14","11.1","ET","Yes","Yes"
"NCB577","NCB577_L.avi","Analysis","1.58133","Labridae","Halichoeres","melanochir",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.41234333","115.5955617","20141030","9:56:00","NE.Montebello","Fished","14","11.1","ET","Yes","Yes"
"NCB577","NCB577_L.avi","Analysis","35.234","Labridae","Hemigymnus","melapterus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.41234333","115.5955617","20141030","9:56:00","NE.Montebello","Fished","14","11.1","ET","Yes","Yes"
"NCB577","NCB577_L.avi","Analysis","18.18933","Labridae","Hologymnosus","annulatus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.41234333","115.5955617","20141030","9:56:00","NE.Montebello","Fished","14","11.1","ET","Yes","Yes"
"NCB577","NCB577_L.avi","Analysis","33.544","Labridae","Labroides","dimidiatus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.41234333","115.5955617","20141030","9:56:00","NE.Montebello","Fished","14","11.1","ET","Yes","Yes"
"NCB577","NCB577_L.avi","Analysis","1.44533","Labridae","Oxycheilinus","digrammus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.41234333","115.5955617","20141030","9:56:00","NE.Montebello","Fished","14","11.1","ET","Yes","Yes"
"NCB577","NCB577_L.avi","Analysis","32.93867","Labridae","Thalassoma","lunare",NA,10,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.41234333","115.5955617","20141030","9:56:00","NE.Montebello","Fished","14","11.1","ET","Yes","Yes"
