"sample","filename","period","periodtime","family","genus","species","comment","maxn","project","campaignid","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length"
"NCB521","NCB521_L.avi","Analysis","59.14171","Balistidae","Sufflamen","chrysopterum",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.61335667","115.4360017","20141029","8:12:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB521","NCB521_L.avi","Analysis","55.16506","Blenniidae","Plagiotremus","rhinorhynchos",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.61335667","115.4360017","20141029","8:12:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB521","NCB521_L.avi","Analysis","6.53886","Carangidae","Carangoides","fulvoguttatus",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.61335667","115.4360017","20141029","8:12:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB521","NCB521_L.avi","Analysis","26.8985","Carangidae","Gnathanodon","speciosus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.61335667","115.4360017","20141029","8:12:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB521","NCB521_L.avi","Analysis","12.87273","Echeneidae","Echeneis","naucrates",NA,4,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.61335667","115.4360017","20141029","8:12:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB521","NCB521_L.avi","Analysis","30.17627","Ephippidae","Platax","batavianus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.61335667","115.4360017","20141029","8:12:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB521","NCB521_L.avi","Analysis","12.53995","Ginglymostomatidae","Nebrius","ferrugineus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.61335667","115.4360017","20141029","8:12:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB521","NCB521_L.avi","Analysis","7.49941","Labridae","Choerodon","cauteroma",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.61335667","115.4360017","20141029","8:12:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB521","NCB521_L.avi","Analysis","32.29098","Labridae","Choerodon","cyanodus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.61335667","115.4360017","20141029","8:12:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB521","NCB521_L.avi","Analysis","0.58861","Labridae","Halichoeres","nebulosus",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.61335667","115.4360017","20141029","8:12:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB521","NCB521_L.avi","Analysis","56.90227","Labridae","Labroides","dimidiatus",NA,4,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.61335667","115.4360017","20141029","8:12:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB521","NCB521_L.avi","Analysis","55.16506","Labridae","Leptojulis","cyanopleura",NA,10,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.61335667","115.4360017","20141029","8:12:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB521","NCB521_L.avi","Analysis","35.13347","Lethrinidae","Lethrinus","atkinsoni",NA,6,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.61335667","115.4360017","20141029","8:12:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB521","NCB521_L.avi","Analysis","44.11899","Muraenidae","Gymnothorax","undulatus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.61335667","115.4360017","20141029","8:12:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB521","NCB521_L.avi","Analysis","41.08234","Nemipteridae","Nemipterus","spp",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.61335667","115.4360017","20141029","8:12:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB521","NCB521_L.avi","Analysis","14.3705","Nemipteridae","Pentapodus","emeryii",NA,3,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.61335667","115.4360017","20141029","8:12:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB521","NCB521_L.avi","Analysis","4.20721","Nemipteridae","Scolopsis","monogramma",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.61335667","115.4360017","20141029","8:12:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB521","NCB521_L.avi","Analysis","3.2911","Pomacentridae","Pomacentrus","coelestis",NA,42,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.61335667","115.4360017","20141029","8:12:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB521","NCB521_L.avi","Analysis","0.06472","Pomacentridae","Pomacentrus","nagasakiensis",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.61335667","115.4360017","20141029","8:12:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB521","NCB521_L.avi","Analysis","13.97383","Scombridae","Scomberomorus","spp",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.61335667","115.4360017","20141029","8:12:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB521","NCB521_L.avi","Analysis","11.2294","Serranidae","Epinephelus","bilobatus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.61335667","115.4360017","20141029","8:12:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB521","NCB521_L.avi","Analysis","38.6429","Serranidae","Epinephelus","rivulatus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.61335667","115.4360017","20141029","8:12:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB521","NCB521_L.avi","Analysis","54.53423","Tetraodontidae","Feroxodon","multistriatus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.61335667","115.4360017","20141029","8:12:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB522","NCB522_L.avi","Analysis","7.09469","Balistidae","Sufflamen","chrysopterum",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60826167","115.436625","20141029","8:15:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB522","NCB522_L.avi","Analysis","34.11236","Carangidae","Atule","mate",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60826167","115.436625","20141029","8:15:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB522","NCB522_L.avi","Analysis","34.41264","Carangidae","Carangoides","fulvoguttatus",NA,3,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60826167","115.436625","20141029","8:15:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB522","NCB522_L.avi","Analysis","49.23397","Carangidae","Caranx","ignobilis",NA,3,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60826167","115.436625","20141029","8:15:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB522","NCB522_L.avi","Analysis","21.36769","Echeneidae","Echeneis","naucrates",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60826167","115.436625","20141029","8:15:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB522","NCB522_L.avi","Analysis","15.34633","Hydrophiidae","Unknown","sp10",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60826167","115.436625","20141029","8:15:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB522","NCB522_L.avi","Analysis","37.68346","Labridae","Coris","caudimacula",NA,5,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60826167","115.436625","20141029","8:15:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB522","NCB522_L.avi","Analysis","37.67652","Labridae","Halichoeres","marginatus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60826167","115.436625","20141029","8:15:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB522","NCB522_L.avi","Analysis","5.4997","Labridae","Halichoeres","nebulosus",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60826167","115.436625","20141029","8:15:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB522","NCB522_L.avi","Analysis","54.24867","Labridae","Labroides","dimidiatus",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60826167","115.436625","20141029","8:15:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB522","NCB522_L.avi","Analysis","37.2793","Labridae","Leptojulis","cyanopleura",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60826167","115.436625","20141029","8:15:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB522","NCB522_L.avi","Analysis","49.87036","Lutjanidae","Symphorus","nematophorus",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60826167","115.436625","20141029","8:15:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB522","NCB522_L.avi","Analysis","40.72373","Mullidae","Parupeneus","barberinoides",NA,9,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60826167","115.436625","20141029","8:15:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB522","NCB522_L.avi","Analysis","43.80038","Nemipteridae","Nemipterus","spp",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60826167","115.436625","20141029","8:15:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB522","NCB522_L.avi","Analysis","3.09971","Nemipteridae","Pentapodus","emeryii",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60826167","115.436625","20141029","8:15:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB522","NCB522_L.avi","Analysis","3.60415","Nemipteridae","Scolopsis","monogramma",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60826167","115.436625","20141029","8:15:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB522","NCB522_L.avi","Analysis","55.63172","Pomacentridae","Pomacentrus","coelestis",NA,6,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60826167","115.436625","20141029","8:15:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB522","NCB522_L.avi","Analysis","49.08647","Pomacentridae","Pomacentrus","nagasakiensis",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60826167","115.436625","20141029","8:15:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB522","NCB522_L.avi","Analysis","21.36769","Rhynchobatidae","Rhynchobatus","australiae",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60826167","115.436625","20141029","8:15:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB522","NCB522_L.avi","Analysis","59.04699","Scombridae","Scomberomorus","spp",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60826167","115.436625","20141029","8:15:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB522","NCB522_L.avi","Analysis","3.90998","Serranidae","Epinephelus","fasciatus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60826167","115.436625","20141029","8:15:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB522","NCB522_L.avi","Analysis","46.46815","Serranidae","Epinephelus","rivulatus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60826167","115.436625","20141029","8:15:00","SW.Montebello","Fished","1","10.6","Matt","Yes","Yes"
"NCB524","NCB524_L.avi","Analysis","18.07521","Balistidae","Abalistes","stellatus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60011333","115.43557","20141029","8:02:00","SW.Montebello","Fished","1","11.6","Katrina","Yes","Yes"
"NCB524","NCB524_L.avi","Analysis","2.02555","Balistidae","Sufflamen","chrysopterum",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60011333","115.43557","20141029","8:02:00","SW.Montebello","Fished","1","11.6","Katrina","Yes","Yes"
"NCB524","NCB524_L.avi","Analysis","11.9019","Balistidae","Sufflamen","fraenatum",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60011333","115.43557","20141029","8:02:00","SW.Montebello","Fished","1","11.6","Katrina","Yes","Yes"
"NCB524","NCB524_L.avi","Analysis","38.67762","Carangidae","Carangoides","fulvoguttatus",NA,5,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60011333","115.43557","20141029","8:02:00","SW.Montebello","Fished","1","11.6","Katrina","Yes","Yes"
"NCB524","NCB524_L.avi","Analysis","17.77465","Dasyatidae","Himantura","fai",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60011333","115.43557","20141029","8:02:00","SW.Montebello","Fished","1","11.6","Katrina","Yes","Yes"
"NCB524","NCB524_L.avi","Analysis","2.67138","Haemulidae","Plectorhinchus","flavomaculatus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60011333","115.43557","20141029","8:02:00","SW.Montebello","Fished","1","11.6","Katrina","Yes","Yes"
"NCB524","NCB524_L.avi","Analysis","23.77796","Labridae","Cheilio","inermis",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60011333","115.43557","20141029","8:02:00","SW.Montebello","Fished","1","11.6","Katrina","Yes","Yes"
"NCB524","NCB524_L.avi","Analysis","1.67999","Labridae","Choerodon","cauteroma",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60011333","115.43557","20141029","8:02:00","SW.Montebello","Fished","1","11.6","Katrina","Yes","Yes"
"NCB524","NCB524_L.avi","Analysis","47.09648","Labridae","Choerodon","cyanodus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60011333","115.43557","20141029","8:02:00","SW.Montebello","Fished","1","11.6","Katrina","Yes","Yes"
"NCB524","NCB524_L.avi","Analysis","2.35221","Labridae","Coris","caudimacula",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60011333","115.43557","20141029","8:02:00","SW.Montebello","Fished","1","11.6","Katrina","Yes","Yes"
"NCB524","NCB524_L.avi","Analysis","50.64702","Labridae","Labroides","dimidiatus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60011333","115.43557","20141029","8:02:00","SW.Montebello","Fished","1","11.6","Katrina","Yes","Yes"
"NCB524","NCB524_L.avi","Analysis","1.41666","Labridae","Leptojulis","cyanopleura",NA,8,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60011333","115.43557","20141029","8:02:00","SW.Montebello","Fished","1","11.6","Katrina","Yes","Yes"
"NCB524","NCB524_L.avi","Analysis","8.62469","Labridae","Thalassoma","lunare",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60011333","115.43557","20141029","8:02:00","SW.Montebello","Fished","1","11.6","Katrina","Yes","Yes"
"NCB524","NCB524_L.avi","Analysis","35.39764","Lutjanidae","Symphorus","nematophorus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60011333","115.43557","20141029","8:02:00","SW.Montebello","Fished","1","11.6","Katrina","Yes","Yes"
"NCB524","NCB524_L.avi","Analysis","1.05888","Mullidae","Parupeneus","barberinoides",NA,17,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60011333","115.43557","20141029","8:02:00","SW.Montebello","Fished","1","11.6","Katrina","Yes","Yes"
"NCB524","NCB524_L.avi","Analysis","17.64687","Mullidae","Parupeneus","indicus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60011333","115.43557","20141029","8:02:00","SW.Montebello","Fished","1","11.6","Katrina","Yes","Yes"
"NCB524","NCB524_L.avi","Analysis","39.71317","Nemipteridae","Nemipterus","spp",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60011333","115.43557","20141029","8:02:00","SW.Montebello","Fished","1","11.6","Katrina","Yes","Yes"
"NCB524","NCB524_L.avi","Analysis","21.06242","Nemipteridae","Pentapodus","emeryii",NA,6,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60011333","115.43557","20141029","8:02:00","SW.Montebello","Fished","1","11.6","Katrina","Yes","Yes"
"NCB524","NCB524_L.avi","Analysis","4.22054","Nemipteridae","Scolopsis","monogramma",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60011333","115.43557","20141029","8:02:00","SW.Montebello","Fished","1","11.6","Katrina","Yes","Yes"
"NCB524","NCB524_L.avi","Analysis","38.2704","Pomacentridae","Chromis","fumea",NA,69,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60011333","115.43557","20141029","8:02:00","SW.Montebello","Fished","1","11.6","Katrina","Yes","Yes"
"NCB524","NCB524_L.avi","Analysis","34.2832","Pomacentridae","Pomacentrus","coelestis",NA,3,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60011333","115.43557","20141029","8:02:00","SW.Montebello","Fished","1","11.6","Katrina","Yes","Yes"
"NCB524","NCB524_L.avi","Analysis","0.32611","Scaridae","Scarus","sp3",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60011333","115.43557","20141029","8:02:00","SW.Montebello","Fished","1","11.6","Katrina","Yes","Yes"
"NCB524","NCB524_L.avi","Analysis","29.61905","Serranidae","Epinephelus","rivulatus",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60011333","115.43557","20141029","8:02:00","SW.Montebello","Fished","1","11.6","Katrina","Yes","Yes"
"NCB524","NCB524_L.avi","Analysis","21.32047","Siganidae","Siganus","fuscescens",NA,4,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.60011333","115.43557","20141029","8:02:00","SW.Montebello","Fished","1","11.6","Katrina","Yes","Yes"
"NCB525","NCB525_L.avi","Analysis","2.84","Balistidae","Sufflamen","chrysopterum",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.59529333","115.434155","20141029","8:28:00","SW.Montebello","Fished","1","10.8","Katrina","Yes","Yes"
"NCB525","NCB525_L.avi","Analysis","36.902","Blenniidae","Plagiotremus","rhinorhynchos",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.59529333","115.434155","20141029","8:28:00","SW.Montebello","Fished","1","10.8","Katrina","Yes","Yes"
"NCB525","NCB525_L.avi","Analysis","23.85067","Carangidae","Carangoides","fulvoguttatus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.59529333","115.434155","20141029","8:28:00","SW.Montebello","Fished","1","10.8","Katrina","Yes","Yes"
"NCB525","NCB525_L.avi","Analysis","9.246","Chaetodontidae","Chelmon","marginalis",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.59529333","115.434155","20141029","8:28:00","SW.Montebello","Fished","1","10.8","Katrina","Yes","Yes"
"NCB525","NCB525_L.avi","Analysis","0.79267","Labridae","Choerodon","cauteroma",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.59529333","115.434155","20141029","8:28:00","SW.Montebello","Fished","1","10.8","Katrina","Yes","Yes"
"NCB525","NCB525_L.avi","Analysis","24.37","Labridae","Choerodon","cyanodus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.59529333","115.434155","20141029","8:28:00","SW.Montebello","Fished","1","10.8","Katrina","Yes","Yes"
"NCB525","NCB525_L.avi","Analysis","2.45467","Labridae","Cirrhilabrus","temminckii",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.59529333","115.434155","20141029","8:28:00","SW.Montebello","Fished","1","10.8","Katrina","Yes","Yes"
"NCB525","NCB525_L.avi","Analysis","3.15667","Labridae","Coris","caudimacula",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.59529333","115.434155","20141029","8:28:00","SW.Montebello","Fished","1","10.8","Katrina","Yes","Yes"
"NCB525","NCB525_L.avi","Analysis","0.624","Labridae","Halichoeres","nebulosus",NA,4,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.59529333","115.434155","20141029","8:28:00","SW.Montebello","Fished","1","10.8","Katrina","Yes","Yes"
"NCB525","NCB525_L.avi","Analysis","47.354","Labridae","Labroides","dimidiatus",NA,3,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.59529333","115.434155","20141029","8:28:00","SW.Montebello","Fished","1","10.8","Katrina","Yes","Yes"
"NCB525","NCB525_L.avi","Analysis","1.752","Labridae","Thalassoma","lunare",NA,4,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.59529333","115.434155","20141029","8:28:00","SW.Montebello","Fished","1","10.8","Katrina","Yes","Yes"
"NCB525","NCB525_L.avi","Analysis","42.784","Lutjanidae","Lutjanus","sebae",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.59529333","115.434155","20141029","8:28:00","SW.Montebello","Fished","1","10.8","Katrina","Yes","Yes"
"NCB525","NCB525_L.avi","Analysis","23.85067","Lutjanidae","Symphorus","nematophorus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.59529333","115.434155","20141029","8:28:00","SW.Montebello","Fished","1","10.8","Katrina","Yes","Yes"
"NCB525","NCB525_L.avi","Analysis","10.224","Mullidae","Parupeneus","barberinoides",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.59529333","115.434155","20141029","8:28:00","SW.Montebello","Fished","1","10.8","Katrina","Yes","Yes"
"NCB525","NCB525_L.avi","Analysis","29.03467","Nemipteridae","Pentapodus","emeryii",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.59529333","115.434155","20141029","8:28:00","SW.Montebello","Fished","1","10.8","Katrina","Yes","Yes"
"NCB525","NCB525_L.avi","Analysis","0.662","Nemipteridae","Scolopsis","monogramma",NA,2,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.59529333","115.434155","20141029","8:28:00","SW.Montebello","Fished","1","10.8","Katrina","Yes","Yes"
"NCB525","NCB525_L.avi","Analysis","58.72533","Pomacentridae","Chromis","fumea",NA,53,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.59529333","115.434155","20141029","8:28:00","SW.Montebello","Fished","1","10.8","Katrina","Yes","Yes"
"NCB525","NCB525_L.avi","Analysis","15.014","Pomacentridae","Pomacentrus","coelestis",NA,11,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.59529333","115.434155","20141029","8:28:00","SW.Montebello","Fished","1","10.8","Katrina","Yes","Yes"
"NCB525","NCB525_L.avi","Analysis","40.014","Pomacentridae","Pomacentrus","nagasakiensis",NA,3,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.59529333","115.434155","20141029","8:28:00","SW.Montebello","Fished","1","10.8","Katrina","Yes","Yes"
"NCB525","NCB525_L.avi","Analysis","14.33867","Scombridae","Scomberomorus","spp",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.59529333","115.434155","20141029","8:28:00","SW.Montebello","Fished","1","10.8","Katrina","Yes","Yes"
"NCB525","NCB525_L.avi","Analysis","6.40467","Serranidae","Epinephelus","rivulatus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.59529333","115.434155","20141029","8:28:00","SW.Montebello","Fished","1","10.8","Katrina","Yes","Yes"
"NCB525","NCB525_L.avi","Analysis","0.54867","Sphyraenidae","Sphyraena","qenie",NA,3,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.59529333","115.434155","20141029","8:28:00","SW.Montebello","Fished","1","10.8","Katrina","Yes","Yes"
"NCB526","NCB526_L.avi","Analysis","22.084","Acanthuridae","Acanthurus","grammoptilus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.58786","115.4324067","20141029","8:32:00","SW.Montebello","Fished","1","11.3","Katrina","Yes","Yes"
"NCB526","NCB526_L.avi","Analysis","21.25933","Labridae","Cheilinus","chlorourus",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.58786","115.4324067","20141029","8:32:00","SW.Montebello","Fished","1","11.3","Katrina","Yes","Yes"
"NCB526","NCB526_L.avi","Analysis","31.00933","Labridae","Cheilio","inermis",NA,1,"Pilbara Marine Conservation Partnership","2014-10_Montebello.sanctuaries_stereoBRUVs","-20.58786","115.4324067","20141029","8:32:00","SW.Montebello","Fished","1","11.3","Katrina","Yes","Yes"
