"id","campaignid","sample","family","genus","species","length","range","project","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","comment"
"2014-10_Montebello.sanctuaries_stereoBRUVs.NCB521","2014-10_Montebello.sanctuaries_stereoBRUVs","NCB521","Balistidae","Sufflamen","chrysopterum",210.88037,3110.08582,"Pilbara Marine Conservation Partnership",-20.61335667,115.4360017,20141029,"8:12:00","SW.Montebello","Fished","1",10.6,"Matt","Yes","Yes","NA"
"2014-10_Montebello.sanctuaries_stereoBRUVs.NCB521","2014-10_Montebello.sanctuaries_stereoBRUVs","NCB521","Balistidae","Sufflamen","chrysopterum",161.06777,2757.34407,"Pilbara Marine Conservation Partnership",-20.61335667,115.4360017,20141029,"8:12:00","SW.Montebello","Fished","1",10.6,"Matt","Yes","Yes","NA"
"2014-10_Montebello.sanctuaries_stereoBRUVs.NCB521","2014-10_Montebello.sanctuaries_stereoBRUVs","NCB521","Carangidae","Carangoides","fulvoguttatus",285.79963,2069.13862,"Pilbara Marine Conservation Partnership",-20.61335667,115.4360017,20141029,"8:12:00","SW.Montebello","Fished","1",10.6,"Matt","Yes","Yes","NA"
"2014-10_Montebello.sanctuaries_stereoBRUVs.NCB521","2014-10_Montebello.sanctuaries_stereoBRUVs","NCB521","Carangidae","Carangoides","fulvoguttatus",304.21898,2283.1207,"Pilbara Marine Conservation Partnership",-20.61335667,115.4360017,20141029,"8:12:00","SW.Montebello","Fished","1",10.6,"Matt","Yes","Yes","NA"
"2014-10_Montebello.sanctuaries_stereoBRUVs.NCB521","2014-10_Montebello.sanctuaries_stereoBRUVs","NCB521","Carangidae","Gnathanodon","speciosus",684.23778,2532.61282,"Pilbara Marine Conservation Partnership",-20.61335667,115.4360017,20141029,"8:12:00","SW.Montebello","Fished","1",10.6,"Matt","Yes","Yes","NA"
"2014-10_Montebello.sanctuaries_stereoBRUVs.NCB521","2014-10_Montebello.sanctuaries_stereoBRUVs","NCB521","Echeneidae","Echeneis","naucrates",307.60518,2031.94498,"Pilbara Marine Conservation Partnership",-20.61335667,115.4360017,20141029,"8:12:00","SW.Montebello","Fished","1",10.6,"Matt","Yes","Yes","NA"
"2014-10_Montebello.sanctuaries_stereoBRUVs.NCB521","2014-10_Montebello.sanctuaries_stereoBRUVs","NCB521","Echeneidae","Echeneis","naucrates",414.58587,1995.52804,"Pilbara Marine Conservation Partnership",-20.61335667,115.4360017,20141029,"8:12:00","SW.Montebello","Fished","1",10.6,"Matt","Yes","Yes","NA"
"2014-10_Montebello.sanctuaries_stereoBRUVs.NCB521","2014-10_Montebello.sanctuaries_stereoBRUVs","NCB521","Echeneidae","Echeneis","naucrates",271.02406,1456.57918,"Pilbara Marine Conservation Partnership",-20.61335667,115.4360017,20141029,"8:12:00","SW.Montebello","Fished","1",10.6,"Matt","Yes","Yes","NA"
"2014-10_Montebello.sanctuaries_stereoBRUVs.NCB521","2014-10_Montebello.sanctuaries_stereoBRUVs","NCB521","Ephippidae","Platax","batavianus",430.18404,4555.92593,"Pilbara Marine Conservation Partnership",-20.61335667,115.4360017,20141029,"8:12:00","SW.Montebello","Fished","1",10.6,"Matt","Yes","Yes","NA"
"2014-10_Montebello.sanctuaries_stereoBRUVs.NCB521","2014-10_Montebello.sanctuaries_stereoBRUVs","NCB521","Ginglymostomatidae","Nebrius","ferrugineus",2079.07934,1790.58766,"Pilbara Marine Conservation Partnership",-20.61335667,115.4360017,20141029,"8:12:00","SW.Montebello","Fished","1",10.6,"Matt","Yes","Yes","NA"
"2014-10_Montebello.sanctuaries_stereoBRUVs.NCB521","2014-10_Montebello.sanctuaries_stereoBRUVs","NCB521","Labridae","Choerodon","cauteroma",270.27244,2414.61166,"Pilbara Marine Conservation Partnership",-20.61335667,115.4360017,20141029,"8:12:00","SW.Montebello","Fished","1",10.6,"Matt","Yes","Yes","NA"
"2014-10_Montebello.sanctuaries_stereoBRUVs.NCB521","2014-10_Montebello.sanctuaries_stereoBRUVs","NCB521","Labridae","Choerodon","cyanodus",347.02381,2705.55062,"Pilbara Marine Conservation Partnership",-20.61335667,115.4360017,20141029,"8:12:00","SW.Montebello","Fished","1",10.6,"Matt","Yes","Yes","NA"
"2014-10_Montebello.sanctuaries_stereoBRUVs.NCB521","2014-10_Montebello.sanctuaries_stereoBRUVs","NCB521","Labridae","Halichoeres","nebulosus",94.33133,2352.3119,"Pilbara Marine Conservation Partnership",-20.61335667,115.4360017,20141029,"8:12:00","SW.Montebello","Fished","1",10.6,"Matt","Yes","Yes","NA"
"2014-10_Montebello.sanctuaries_stereoBRUVs.NCB521","2014-10_Montebello.sanctuaries_stereoBRUVs","NCB521","Labridae","Halichoeres","nebulosus",80.64476,2452.18706,"Pilbara Marine Conservation Partnership",-20.61335667,115.4360017,20141029,"8:12:00","SW.Montebello","Fished","1",10.6,"Matt","Yes","Yes","NA"
"2014-10_Montebello.sanctuaries_stereoBRUVs.NCB521","2014-10_Montebello.sanctuaries_stereoBRUVs","NCB521","Labridae","Labroides","dimidiatus",68.10412,746.42218,"Pilbara Marine Conservation Partnership",-20.61335667,115.4360017,20141029,"8:12:00","SW.Montebello","Fished","1",10.6,"Matt","Yes","Yes","NA"
"2014-10_Montebello.sanctuaries_stereoBRUVs.NCB521","2014-10_Montebello.sanctuaries_stereoBRUVs","NCB521","Labridae","Labroides","dimidiatus",58.95271,632.83118,"Pilbara Marine Conservation Partnership",-20.61335667,115.4360017,20141029,"8:12:00","SW.Montebello","Fished","1",10.6,"Matt","Yes","Yes","NA"
"2014-10_Montebello.sanctuaries_stereoBRUVs.NCB521","2014-10_Montebello.sanctuaries_stereoBRUVs","NCB521","Labridae","Leptojulis","cyanopleura",54.17246,1591.20172,"Pilbara Marine Conservation Partnership",-20.61335667,115.4360017,20141029,"8:12:00","SW.Montebello","Fished","1",10.6,"Matt","Yes","Yes","NA"
"2014-10_Montebello.sanctuaries_stereoBRUVs.NCB521","2014-10_Montebello.sanctuaries_stereoBRUVs","NCB521","Labridae","Leptojulis","cyanopleura",68.82223,1264.86829,"Pilbara Marine Conservation Partnership",-20.61335667,115.4360017,20141029,"8:12:00","SW.Montebello","Fished","1",10.6,"Matt","Yes","Yes","NA"
"2014-10_Montebello.sanctuaries_stereoBRUVs.NCB521","2014-10_Montebello.sanctuaries_stereoBRUVs","NCB521","Labridae","Leptojulis","cyanopleura",66.18012,1391.26198,"Pilbara Marine Conservation Partnership",-20.61335667,115.4360017,20141029,"8:12:00","SW.Montebello","Fished","1",10.6,"Matt","Yes","Yes","NA"
"2014-10_Montebello.sanctuaries_stereoBRUVs.NCB521","2014-10_Montebello.sanctuaries_stereoBRUVs","NCB521","Lethrinidae","Lethrinus","atkinsoni",328.74351,1866.17724,"Pilbara Marine Conservation Partnership",-20.61335667,115.4360017,20141029,"8:12:00","SW.Montebello","Fished","1",10.6,"Matt","Yes","Yes","NA"
"2014-10_Montebello.sanctuaries_stereoBRUVs.NCB521","2014-10_Montebello.sanctuaries_stereoBRUVs","NCB521","Lethrinidae","Lethrinus","atkinsoni",282.14971,1740.25206,"Pilbara Marine Conservation Partnership",-20.61335667,115.4360017,20141029,"8:12:00","SW.Montebello","Fished","1",10.6,"Matt","Yes","Yes","NA"
"2014-10_Montebello.sanctuaries_stereoBRUVs.NCB521","2014-10_Montebello.sanctuaries_stereoBRUVs","NCB521","Lethrinidae","Lethrinus","atkinsoni",252.574,1603.61057,"Pilbara Marine Conservation Partnership",-20.61335667,115.4360017,20141029,"8:12:00","SW.Montebello","Fished","1",10.6,"Matt","Yes","Yes","NA"
"2014-10_Montebello.sanctuaries_stereoBRUVs.NCB521","2014-10_Montebello.sanctuaries_stereoBRUVs","NCB521","Lethrinidae","Lethrinus","atkinsoni",260.20046,2053.79437,"Pilbara Marine Conservation Partnership",-20.61335667,115.4360017,20141029,"8:12:00","SW.Montebello","Fished","1",10.6,"Matt","Yes","Yes","NA"
"2014-10_Montebello.sanctuaries_stereoBRUVs.NCB521","2014-10_Montebello.sanctuaries_stereoBRUVs","NCB521","Lethrinidae","Lethrinus","atkinsoni",255.83141,1859.68884,"Pilbara Marine Conservation Partnership",-20.61335667,115.4360017,20141029,"8:12:00","SW.Montebello","Fished","1",10.6,"Matt","Yes","Yes","NA"
"2014-10_Montebello.sanctuaries_stereoBRUVs.NCB521","2014-10_Montebello.sanctuaries_stereoBRUVs","NCB521","Lethrinidae","Lethrinus","atkinsoni",293.22998,1226.02397,"Pilbara Marine Conservation Partnership",-20.61335667,115.4360017,20141029,"8:12:00","SW.Montebello","Fished","1",10.6,"Matt","Yes","Yes","NA"
"2014-10_Montebello.sanctuaries_stereoBRUVs.NCB521","2014-10_Montebello.sanctuaries_stereoBRUVs","NCB521","Nemipteridae","Pentapodus","emeryii",275.24274,1679.26046,"Pilbara Marine Conservation Partnership",-20.61335667,115.4360017,20141029,"8:12:00","SW.Montebello","Fished","1",10.6,"Matt","Yes","Yes","NA"
