"campaignid","sample","family","genus","species","maxn"
"2015-01_Montebello.transect_stereoBRUVs","NCB669","Lutjanidae","Symphorus","nematophorus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB669","Nemipteridae","Nemipterus","spp",8
"2015-01_Montebello.transect_stereoBRUVs","NCB669","Nemipteridae","Pentapodus","nagasakiensis",2
"2015-01_Montebello.transect_stereoBRUVs","NCB669","Nemipteridae","Pentapodus","porosus",7
"2015-01_Montebello.transect_stereoBRUVs","NCB669","Pinguipedidae","Parapercis","xanthozona",1
"2015-01_Montebello.transect_stereoBRUVs","NCB669","Tetraodontidae","Lagocephalus","sceleratus",3
"2015-01_Montebello.transect_stereoBRUVs","NCB670","Balistidae","Abalistes","stellatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB670","Carangidae","Carangoides","chrysophrys",1
"2015-01_Montebello.transect_stereoBRUVs","NCB670","Carangidae","Carangoides","fulvoguttatus",9
"2015-01_Montebello.transect_stereoBRUVs","NCB670","Carangidae","Carangoides","gymnostethus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB670","Labridae","Choerodon","cauteroma",1
"2015-01_Montebello.transect_stereoBRUVs","NCB670","Labridae","Choerodon","schoenleinii",1
"2015-01_Montebello.transect_stereoBRUVs","NCB670","Lethrinidae","Lethrinus","nebulosus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB670","Lethrinidae","Lethrinus","ravus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB670","Lutjanidae","Symphorus","nematophorus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB670","Nemipteridae","Pentapodus","nagasakiensis",14
"2015-01_Montebello.transect_stereoBRUVs","NCB670","Nemipteridae","Scolopsis","monogramma",1
"2015-01_Montebello.transect_stereoBRUVs","NCB670","Pomacanthidae","Pomacanthus","sexstriatus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB670","Tetraodontidae","Lagocephalus","sceleratus",3
"2015-01_Montebello.transect_stereoBRUVs","NCB671","Balistidae","Abalistes","stellatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB671","Carangidae","Unknown","sp1",34
"2015-01_Montebello.transect_stereoBRUVs","NCB671","Labridae","Cirrhilabrus","temminckii",2
"2015-01_Montebello.transect_stereoBRUVs","NCB671","Labridae","Coris","dorsomacula",2
"2015-01_Montebello.transect_stereoBRUVs","NCB671","Labridae","Coris","pictoides",3
"2015-01_Montebello.transect_stereoBRUVs","NCB671","Lethrinidae","Gymnocranius","grandoculis",1
"2015-01_Montebello.transect_stereoBRUVs","NCB671","Lethrinidae","Lethrinus","punctulatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB671","Lethrinidae","Lethrinus","ravus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB671","Lutjanidae","Symphorus","nematophorus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB671","Mullidae","Parupeneus","heptacanthus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB671","Nemipteridae","Nemipterus","spp",3
"2015-01_Montebello.transect_stereoBRUVs","NCB671","Nemipteridae","Pentapodus","nagasakiensis",7
"2015-01_Montebello.transect_stereoBRUVs","NCB671","Nemipteridae","Pentapodus","porosus",10
"2015-01_Montebello.transect_stereoBRUVs","NCB671","Tetraodontidae","Lagocephalus","sceleratus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB672","Balistidae","Abalistes","stellatus",5
"2015-01_Montebello.transect_stereoBRUVs","NCB672","Ephippidae","Platax","batavianus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB672","Labridae","Bodianus","perditio",1
"2015-01_Montebello.transect_stereoBRUVs","NCB672","Labridae","Coris","dorsomacula",2
"2015-01_Montebello.transect_stereoBRUVs","NCB672","Labridae","Coris","pictoides",1
"2015-01_Montebello.transect_stereoBRUVs","NCB672","Labridae","Leptojulis","cyanopleura",1
"2015-01_Montebello.transect_stereoBRUVs","NCB672","Labridae","Oxycheilinus","orientalis",1
"2015-01_Montebello.transect_stereoBRUVs","NCB672","Lethrinidae","Gymnocranius","grandoculis",1
"2015-01_Montebello.transect_stereoBRUVs","NCB672","Lethrinidae","Lethrinus","ravus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB672","Lutjanidae","Lutjanus","sebae",1
"2015-01_Montebello.transect_stereoBRUVs","NCB672","Lutjanidae","Symphorus","nematophorus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB672","Mullidae","Parupeneus","heptacanthus",3
"2015-01_Montebello.transect_stereoBRUVs","NCB672","Mullidae","Upeneus","tragula",9
"2015-01_Montebello.transect_stereoBRUVs","NCB672","Nemipteridae","Pentapodus","nagasakiensis",13
"2015-01_Montebello.transect_stereoBRUVs","NCB672","Nemipteridae","Pentapodus","porosus",10
"2015-01_Montebello.transect_stereoBRUVs","NCB672","Pinguipedidae","Parapercis","xanthozona",3
"2015-01_Montebello.transect_stereoBRUVs","NCB672","Pomacentridae","Chromis","fumea",9
"2015-01_Montebello.transect_stereoBRUVs","NCB672","Pomacentridae","Pristotis","obtusirostris",1
"2015-01_Montebello.transect_stereoBRUVs","NCB672","Rachycentridae","Rachycentron","canadum",1
"2015-01_Montebello.transect_stereoBRUVs","NCB672","Tetraodontidae","Feroxodon","multistriatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB672","Tetraodontidae","Lagocephalus","sceleratus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB673","Balistidae","Abalistes","stellatus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB673","Carangidae","Seriolina","nigrofasciata",1
"2015-01_Montebello.transect_stereoBRUVs","NCB673","Fistulariidae","Fistularia","commersonii",1
"2015-01_Montebello.transect_stereoBRUVs","NCB673","Labridae","Anampses","lennardi",1
"2015-01_Montebello.transect_stereoBRUVs","NCB673","Labridae","Coris","dorsomacula",3
"2015-01_Montebello.transect_stereoBRUVs","NCB673","Lethrinidae","Lethrinus","punctulatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB673","Mullidae","Parupeneus","heptacanthus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB673","Nemipteridae","Nemipterus","spp",5
"2015-01_Montebello.transect_stereoBRUVs","NCB673","Nemipteridae","Pentapodus","porosus",11
"2015-01_Montebello.transect_stereoBRUVs","NCB673","Pinguipedidae","Parapercis","nebulosa",3
"2015-01_Montebello.transect_stereoBRUVs","NCB674","Apogonidae","Ostorhinchus","holotaenia",1
"2015-01_Montebello.transect_stereoBRUVs","NCB674","Balistidae","Abalistes","stellatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB674","Carangidae","Carangoides","gymnostethus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB674","Carangidae","Seriolina","nigrofasciata",1
"2015-01_Montebello.transect_stereoBRUVs","NCB674","Labridae","Choerodon","cephalotes",1
"2015-01_Montebello.transect_stereoBRUVs","NCB674","Labridae","Choerodon","vitta",1
"2015-01_Montebello.transect_stereoBRUVs","NCB674","Labridae","Coris","dorsomacula",1
"2015-01_Montebello.transect_stereoBRUVs","NCB674","Labridae","Oxycheilinus","orientalis",2
"2015-01_Montebello.transect_stereoBRUVs","NCB674","Lethrinidae","Lethrinus","punctulatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB674","Mullidae","Parupeneus","heptacanthus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB674","Nemipteridae","Nemipterus","spp",3
"2015-01_Montebello.transect_stereoBRUVs","NCB674","Nemipteridae","Pentapodus","porosus",27
"2015-01_Montebello.transect_stereoBRUVs","NCB674","Nemipteridae","Scolopsis","monogramma",1
"2015-01_Montebello.transect_stereoBRUVs","NCB674","Pinguipedidae","Parapercis","nebulosa",1
"2015-01_Montebello.transect_stereoBRUVs","NCB674","Pinguipedidae","Parapercis","snyderi",1
"2015-01_Montebello.transect_stereoBRUVs","NCB674","Pomacentridae","Chromis","fumea",1
"2015-01_Montebello.transect_stereoBRUVs","NCB674","Pomacentridae","Pristotis","obtusirostris",14
"2015-01_Montebello.transect_stereoBRUVs","NCB674","Serranidae","Epinephelus","fasciatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB674","Serranidae","Epinephelus","multinotatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB674","Sphyraenidae","Sphyraena","forsteri",8
"2015-01_Montebello.transect_stereoBRUVs","NCB675","Balistidae","Abalistes","stellatus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB675","Carangidae","Carangoides","gymnostethus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB675","Labridae","Anampses","lennardi",1
"2015-01_Montebello.transect_stereoBRUVs","NCB675","Labridae","Choerodon","cephalotes",1
"2015-01_Montebello.transect_stereoBRUVs","NCB675","Labridae","Coris","dorsomacula",1
"2015-01_Montebello.transect_stereoBRUVs","NCB675","Lethrinidae","Lethrinus","punctulatus",12
"2015-01_Montebello.transect_stereoBRUVs","NCB675","Lutjanidae","Lutjanus","vitta",1
"2015-01_Montebello.transect_stereoBRUVs","NCB675","Mullidae","Parupeneus","heptacanthus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB675","Nemipteridae","Nemipterus","spp",3
"2015-01_Montebello.transect_stereoBRUVs","NCB675","Nemipteridae","Pentapodus","nagasakiensis",8
"2015-01_Montebello.transect_stereoBRUVs","NCB675","Nemipteridae","Pentapodus","porosus",15
"2015-01_Montebello.transect_stereoBRUVs","NCB675","Pomacanthidae","Chaetodontoplus","personifer",1
"2015-01_Montebello.transect_stereoBRUVs","NCB675","Priacanthidae","Priacanthus","blochii",1
"2015-01_Montebello.transect_stereoBRUVs","NCB675","Serranidae","Epinephelus","areolatus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB675","Serranidae","Epinephelus","rivulatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB675","Siganidae","Siganus","fuscescens",3
"2015-01_Montebello.transect_stereoBRUVs","NCB676","Acanthuridae","Acanthurus","dussumieri",1
"2015-01_Montebello.transect_stereoBRUVs","NCB676","Acanthuridae","Acanthurus","grammoptilus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB676","Blenniidae","Ecsenius","bicolor",1
"2015-01_Montebello.transect_stereoBRUVs","NCB676","Blenniidae","Plagiotremus","rhinorhynchos",1
"2015-01_Montebello.transect_stereoBRUVs","NCB676","Carangidae","Caranx","ignobilis",1
"2015-01_Montebello.transect_stereoBRUVs","NCB676","Carangidae","Scomberoides","commersonnianus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB676","Chaetodontidae","Chaetodon","lunula",1
"2015-01_Montebello.transect_stereoBRUVs","NCB676","Labridae","Choerodon","cyanodus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB676","Labridae","Choerodon","schoenleinii",1
"2015-01_Montebello.transect_stereoBRUVs","NCB676","Labridae","Labroides","dimidiatus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB676","Labridae","Stethojulis","interrupta",1
"2015-01_Montebello.transect_stereoBRUVs","NCB676","Labridae","Thalassoma","lunare",3
"2015-01_Montebello.transect_stereoBRUVs","NCB676","Labridae","Thalassoma","lutescens",1
"2015-01_Montebello.transect_stereoBRUVs","NCB676","Lethrinidae","Lethrinus","atkinsoni",5
"2015-01_Montebello.transect_stereoBRUVs","NCB676","Lethrinidae","Lethrinus","olivaceus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB676","Lutjanidae","Lutjanus","carponotatus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB676","Lutjanidae","Symphorus","nematophorus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB676","Monacanthidae","Oxymonacanthus","longirostris",2
"2015-01_Montebello.transect_stereoBRUVs","NCB676","Mullidae","Parupeneus","barberinoides",1
"2015-01_Montebello.transect_stereoBRUVs","NCB676","Pomacanthidae","Pomacanthus","semicirculatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB676","Pomacentridae","Dascyllus","reticulatus",14
"2015-01_Montebello.transect_stereoBRUVs","NCB676","Pomacentridae","Pomacentrus","coelestis",75
"2015-01_Montebello.transect_stereoBRUVs","NCB676","Pomacentridae","Pomacentrus","nagasakiensis",3
"2015-01_Montebello.transect_stereoBRUVs","NCB676","Scaridae","Scarus","ghobban",1
"2015-01_Montebello.transect_stereoBRUVs","NCB676","Scaridae","Scarus","spp",1
"2015-01_Montebello.transect_stereoBRUVs","NCB676","Serranidae","Epinephelus","malabaricus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB676","Serranidae","Plectropomus","spp",2
"2015-01_Montebello.transect_stereoBRUVs","NCB677","Balistidae","Sufflamen","chrysopterum",1
"2015-01_Montebello.transect_stereoBRUVs","NCB677","Carangidae","Carangoides","ferdau",3
"2015-01_Montebello.transect_stereoBRUVs","NCB677","Carangidae","Carangoides","fulvoguttatus",5
"2015-01_Montebello.transect_stereoBRUVs","NCB677","Carangidae","Gnathanodon","speciosus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB677","Chaetodontidae","Chaetodon","assarius",1
"2015-01_Montebello.transect_stereoBRUVs","NCB677","Labridae","Anampses","lennardi",1
"2015-01_Montebello.transect_stereoBRUVs","NCB677","Labridae","Choerodon","jordani",1
"2015-01_Montebello.transect_stereoBRUVs","NCB677","Labridae","Choerodon","schoenleinii",1
"2015-01_Montebello.transect_stereoBRUVs","NCB677","Labridae","Choerodon","vitta",1
"2015-01_Montebello.transect_stereoBRUVs","NCB677","Labridae","Cirrhilabrus","temminckii",1
"2015-01_Montebello.transect_stereoBRUVs","NCB677","Labridae","Coris","caudimacula",7
"2015-01_Montebello.transect_stereoBRUVs","NCB677","Labridae","Labroides","dimidiatus",3
"2015-01_Montebello.transect_stereoBRUVs","NCB677","Labridae","Leptojulis","cyanopleura",1
"2015-01_Montebello.transect_stereoBRUVs","NCB677","Labridae","Macropharyngodon","negrosensis",3
"2015-01_Montebello.transect_stereoBRUVs","NCB677","Lethrinidae","Gymnocranius","grandoculis",1
"2015-01_Montebello.transect_stereoBRUVs","NCB677","Lethrinidae","Lethrinus","olivaceus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB677","Lethrinidae","Lethrinus","ravus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB677","Lutjanidae","Lutjanus","lemniscatus",4
"2015-01_Montebello.transect_stereoBRUVs","NCB677","Lutjanidae","Symphorus","nematophorus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB677","Mullidae","Parupeneus","barberinoides",5
"2015-01_Montebello.transect_stereoBRUVs","NCB677","Mullidae","Parupeneus","heptacanthus",5
"2015-01_Montebello.transect_stereoBRUVs","NCB677","Nemipteridae","Pentapodus","emeryii",7
"2015-01_Montebello.transect_stereoBRUVs","NCB677","Nemipteridae","Pentapodus","porosus",6
"2015-01_Montebello.transect_stereoBRUVs","NCB677","Pinguipedidae","Parapercis","xanthozona",2
"2015-01_Montebello.transect_stereoBRUVs","NCB677","Pomacentridae","Chromis","fumea",6
"2015-01_Montebello.transect_stereoBRUVs","NCB677","Pomacentridae","Pomacentrus","nagasakiensis",5
"2015-01_Montebello.transect_stereoBRUVs","NCB677","Tetraodontidae","Lagocephalus","sceleratus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Balistidae","Pseudobalistes","fuscus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Blenniidae","Ecsenius","bicolor",1
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Carangidae","Carangoides","caeruleopinnatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Carangidae","Carangoides","ferdau",1
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Carangidae","Carangoides","fulvoguttatus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Labridae","Choerodon","cauteroma",1
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Labridae","Choerodon","schoenleinii",1
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Labridae","Cirrhilabrus","temminckii",1
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Labridae","Coris","caudimacula",2
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Labridae","Coris","pictoides",1
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Labridae","Labroides","dimidiatus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Labridae","Leptojulis","cyanopleura",29
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Lethrinidae","Lethrinus","nebulosus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Lethrinidae","Lethrinus","spp",2
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Microdesmidae","Ptereleotris","monoptera",14
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Mullidae","Parupeneus","barberinoides",5
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Mullidae","Parupeneus","heptacanthus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Nemipteridae","Pentapodus","emeryii",2
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Nemipteridae","Pentapodus","porosus",10
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Nemipteridae","Scolopsis","monogramma",1
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Pinguipedidae","Parapercis","nebulosa",1
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Pomacentridae","Chromis","fumea",8
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Serranidae","Epinephelus","rivulatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB678","Serranidae","Plectropomus","spp",1
"2015-01_Montebello.transect_stereoBRUVs","NCB679","Balistidae","Sufflamen","chrysopterum",1
"2015-01_Montebello.transect_stereoBRUVs","NCB679","Carangidae","Carangoides","fulvoguttatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB679","Labridae","Cirrhilabrus","temminckii",4
"2015-01_Montebello.transect_stereoBRUVs","NCB679","Labridae","Coris","caudimacula",1
"2015-01_Montebello.transect_stereoBRUVs","NCB679","Labridae","Coris","pictoides",2
"2015-01_Montebello.transect_stereoBRUVs","NCB679","Labridae","Labroides","dimidiatus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB679","Labridae","Leptojulis","cyanopleura",5
"2015-01_Montebello.transect_stereoBRUVs","NCB679","Lethrinidae","Lethrinus","olivaceus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB679","Lethrinidae","Lethrinus","ravus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB679","Lethrinidae","Lethrinus","spp",8
"2015-01_Montebello.transect_stereoBRUVs","NCB679","Lutjanidae","Lutjanus","lemniscatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB679","Mullidae","Parupeneus","barberinoides",4
"2015-01_Montebello.transect_stereoBRUVs","NCB679","Mullidae","Parupeneus","heptacanthus",15
"2015-01_Montebello.transect_stereoBRUVs","NCB679","Nemipteridae","Pentapodus","emeryii",3
"2015-01_Montebello.transect_stereoBRUVs","NCB679","Nemipteridae","Pentapodus","porosus",9
"2015-01_Montebello.transect_stereoBRUVs","NCB679","Nemipteridae","Scolopsis","monogramma",1
"2015-01_Montebello.transect_stereoBRUVs","NCB679","Pomacentridae","Chromis","fumea",44
"2015-01_Montebello.transect_stereoBRUVs","NCB679","Pomacentridae","Pomacentrus","nagasakiensis",3
"2015-01_Montebello.transect_stereoBRUVs","NCB679","Serranidae","Plectropomus","spp",1
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Balistidae","Pseudobalistes","fuscus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Carangidae","Carangoides","fulvoguttatus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Carangidae","Carangoides","gymnostethus",7
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Carangidae","Gnathanodon","speciosus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Labridae","Choerodon","schoenleinii",2
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Labridae","Cirrhilabrus","temminckii",2
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Labridae","Coris","caudimacula",1
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Labridae","Coris","pictoides",2
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Labridae","Labroides","dimidiatus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Labridae","Leptojulis","cyanopleura",5
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Lethrinidae","Lethrinus","microdon",1
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Lethrinidae","Lethrinus","ravus",7
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Lethrinidae","Lethrinus","spp",2
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Lutjanidae","Symphorus","nematophorus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Mullidae","Parupeneus","barberinoides",1
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Mullidae","Parupeneus","heptacanthus",15
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Nemipteridae","Pentapodus","emeryii",1
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Nemipteridae","Pentapodus","porosus",25
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Nemipteridae","Scolopsis","monogramma",1
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Pomacanthidae","Pomacanthus","semicirculatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Pomacentridae","Chromis","fumea",12
"2015-01_Montebello.transect_stereoBRUVs","NCB680","Serranidae","Epinephelus","rivulatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Acanthuridae","Acanthurus","leucocheilus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Balistidae","Pseudobalistes","fuscus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Carangidae","Carangoides","fulvoguttatus",4
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Carangidae","Carangoides","gymnostethus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Chaetodontidae","Chaetodon","auriga",1
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Labridae","Choerodon","cauteroma",1
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Labridae","Choerodon","schoenleinii",1
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Labridae","Labroides","dimidiatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Labridae","Leptojulis","cyanopleura",6
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Lethrinidae","Gymnocranius","grandoculis",4
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Lethrinidae","Lethrinus","nebulosus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Lethrinidae","Lethrinus","olivaceus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Lethrinidae","Lethrinus","ravus",5
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Lutjanidae","Symphorus","nematophorus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Mullidae","Parupeneus","heptacanthus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Nemipteridae","Pentapodus","emeryii",2
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Nemipteridae","Pentapodus","porosus",9
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Nemipteridae","Scolopsis","monogramma",1
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Pomacanthidae","Pomacanthus","semicirculatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Rhinidae","Rhynchobatus","australiae",1
"2015-01_Montebello.transect_stereoBRUVs","NCB681","Scombridae","Scomberomorus","spp",1
"2015-01_Montebello.transect_stereoBRUVs","NCB682","Balistidae","Abalistes","stellatus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB682","Labridae","Coris","caudimacula",1
"2015-01_Montebello.transect_stereoBRUVs","NCB682","Labridae","Coris","pictoides",2
"2015-01_Montebello.transect_stereoBRUVs","NCB682","Labridae","Leptojulis","cyanopleura",1
"2015-01_Montebello.transect_stereoBRUVs","NCB682","Lutjanidae","Symphorus","nematophorus",3
"2015-01_Montebello.transect_stereoBRUVs","NCB682","Mullidae","Parupeneus","heptacanthus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB682","Mullidae","Upeneus","tragula",1
"2015-01_Montebello.transect_stereoBRUVs","NCB682","Nemipteridae","Nemipterus","spp",4
"2015-01_Montebello.transect_stereoBRUVs","NCB682","Nemipteridae","Pentapodus","porosus",15
"2015-01_Montebello.transect_stereoBRUVs","NCB682","Pomacentridae","Chromis","fumea",1
"2015-01_Montebello.transect_stereoBRUVs","NCB682","Tetraodontidae","Lagocephalus","sceleratus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB683","Balistidae","Abalistes","stellatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB683","Carangidae","Atule","mate",3
"2015-01_Montebello.transect_stereoBRUVs","NCB683","Carangidae","Carangoides","gymnostethus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB683","Carcharhinidae","Loxodon","macrorhinus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB683","Labridae","Anampses","lennardi",1
"2015-01_Montebello.transect_stereoBRUVs","NCB683","Labridae","Choerodon","cauteroma",1
"2015-01_Montebello.transect_stereoBRUVs","NCB683","Labridae","Choerodon","schoenleinii",1
"2015-01_Montebello.transect_stereoBRUVs","NCB683","Lethrinidae","Gymnocranius","grandoculis",3
"2015-01_Montebello.transect_stereoBRUVs","NCB683","Lethrinidae","Lethrinus","nebulosus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB683","Lethrinidae","Lethrinus","olivaceus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB683","Lethrinidae","Lethrinus","ravus",19
"2015-01_Montebello.transect_stereoBRUVs","NCB683","Mullidae","Parupeneus","heptacanthus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB683","Nemipteridae","Pentapodus","porosus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB683","Nemipteridae","Scolopsis","monogramma",1
"2015-01_Montebello.transect_stereoBRUVs","NCB683","Glaucostegidae","Glaucostegus","typus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB683","Scaridae","Scarus","ghobban",1
"2015-01_Montebello.transect_stereoBRUVs","NCB683","Tetraodontidae","Lagocephalus","sceleratus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB684","Balistidae","Abalistes","stellatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB684","Carangidae","Carangoides","gymnostethus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB684","Carcharhinidae","Carcharhinus","amblyrhynchos",2
"2015-01_Montebello.transect_stereoBRUVs","NCB684","Carcharhinidae","Loxodon","macrorhinus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB684","Labridae","Choerodon","cauteroma",1
"2015-01_Montebello.transect_stereoBRUVs","NCB684","Labridae","Coris","caudimacula",3
"2015-01_Montebello.transect_stereoBRUVs","NCB684","Lethrinidae","Lethrinus","nebulosus",3
"2015-01_Montebello.transect_stereoBRUVs","NCB684","Lethrinidae","Lethrinus","ravus",3
"2015-01_Montebello.transect_stereoBRUVs","NCB684","Lutjanidae","Lutjanus","sebae",1
"2015-01_Montebello.transect_stereoBRUVs","NCB684","Nemipteridae","Pentapodus","porosus",3
"2015-01_Montebello.transect_stereoBRUVs","NCB684","Nemipteridae","Scolopsis","monogramma",1
"2015-01_Montebello.transect_stereoBRUVs","NCB685","Balistidae","Abalistes","stellatus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB685","Balistidae","Sufflamen","fraenatum",1
"2015-01_Montebello.transect_stereoBRUVs","NCB685","Carangidae","Carangoides","fulvoguttatus",1
"2015-01_Montebello.transect_stereoBRUVs","NCB685","Carcharhinidae","Loxodon","macrorhinus",2
"2015-01_Montebello.transect_stereoBRUVs","NCB685","Echeneidae","Echeneis","naucrates",1
